FullPathforEvent,Notes,_key
event:/InGame_Ch65/SeaFairy_TransformEnd,,SeaFairy_TransformEnd
event:/InGame_Ch65/SeaFairy_TransformFlight,,SeaFairy_TransformFlight
event:/InGame_Ch65/SeaFairy_TransformStart,,SeaFairy_TransformStart
event:/OutGame_Common/SeaFairy_Unlock,,SeaFairy_Unlock
event:/OutGame_Common/Shop_Pet_Result_Pop, ,Shop_Pet_Result_Pop
event:/OutGame_Common/Shop_Random_Boost, ,Shop_Random_Boost
event:/OutGame_Common/Shop_buy_Success, ,Shop_buy_Success
event:/InGame_Ch78_Sikhye/Baduk_Defeat,,Sikhye_Baduk_Defeat
event:/InGame_Ch78_Sikhye/Baduk_Win,,Sikhye_Baduk_Win
event:/InGame_Ch78_Sikhye/Destruction,,Sikhye_Destruction
event:/InGame_Ch78_Sikhye/SoundEff_GetAStrokeOfGeniusWhiteBadukStoneJelly,,Sikhye_GetAStrokeOfGeniusWhiteBadukStoneJelly
event:/InGame_Ch78_Sikhye/SoundEff_GetAuroraBadukStoneJelly,,Sikhye_GetWhiteAuroraBadukStoneJelly
event:/InGame_Ch78_Sikhye/SoundEff_GetWhiteBadukStoneJelly,,Sikhye_GetWhiteBadukStoneJelly
event:/InGame_Ch78_Sikhye/Hit_the_WhiteBadukStoneJelly,,Sikhye_Hit_The_BadukStoneJelly
event:/InGame_Ch78_Sikhye/Make_Coin,,Sikhye_MakeCoin
event:/InGame_Ch78_Sikhye/Run_Fast_Start,,Sikhye_Run_Fast_Start
event:/InGame_Ch30/SnowSugar_Summon1Start, ,SnowSugar_Summon1Start
event:/InGame_Ch30/SnowSugar_Summon2End, ,SnowSugar_Summon2End
event:/InGame_Ch30/SnowSugar_Summon2Start, ,SnowSugar_Summon2Start
event:/InGame_Ch39/Soda_TransformEnd, ,Soda_TransformEnd
event:/InGame_Ch39/Soda_TransformFlight, ,Soda_TransformFlight
event:/InGame_Ch39/Soda_TransformStart, ,Soda_TransformStart
event:/InGame_Ch39/Soda_Wave_ObstacleBlowBack, ,Soda_Wave_ObstacleBlowBack
event:/InGame_Pet88_SotdaeFamily/SoundEff_GetAmondJelly,,SotdaeFamily_Get_AmondJelly
event:/InGame_Pet88_SotdaeFamily/Make_AmondJelly,,SotdaeFamily_Make_AmondJelly
event:/InGame_Pet88_SotdaeFamily/Sotdae_Erected,,SotdaeFamily_Sotdae_Erected
event:/OutGame_Ambience/Ep01,,SoundAmbience_Lobby_epN01
event:/OutGame_Ambience/Ep02,,SoundAmbience_Lobby_epN02
event:/OutGame_Ambience/Ep03,,SoundAmbience_Lobby_epN03
event:/OutGame_Ambience/SoundAmbience_Lobby_epN05,,SoundAmbience_Lobby_epN05
event:/InGame_BGM_epN01/SoundBgmChangeEff_epN01, ,SoundBgmChangeEff_epN01
event:/InGame_BGM_epN02/SoundBgmChangeEff_epN02, ,SoundBgmChangeEff_epN02
event:/InGame_BGM_epN03/SoundBgmChangeEff_epN03, ,SoundBgmChangeEff_epN03
event:/InGame_BGM_epN04/SoundBgmChangeEff_epN04,,SoundBgmChangeEff_epN04
event:/OutGame_BGM/SoundBgm_11th_Openning_Cutscene,,SoundBgm_11th_Openning_Cutscene
event:/InGame_Ch46/SoundBgm_BonusTime_Day_Violinist, ,SoundBgm_BonusTime_Day_Violinist
event:/InGame_BGM_epN01/SoundBgm_BonusTime_Day_epN01,bgm은 Sound_ID에 SoundBgm이 포함되어있어야한다,SoundBgm_BonusTime_Day_epN01
event:/InGame_BGM_epN02/SoundBgm_BonusTime_Day_epN02, ,SoundBgm_BonusTime_Day_epN02
event:/InGame_BGM_epN03/SoundBgm_BonusTime_Day_epN03, ,SoundBgm_BonusTime_Day_epN03
event:/InGame_BGM_epN04/SoundBgm_BonusTime_Day_epN04, ,SoundBgm_BonusTime_Day_epN04
event:/InGame_BGM_epN05/SoundBgm_BonusTime_Day_epN05, ,SoundBgm_BonusTime_Day_epN05
event:/music/SoundBgm_BonusTime_Day_epN06, ,SoundBgm_BonusTime_Day_epN06
event:/InGame_BGM_epS02/SoundBgm_BonusTime_Day_epS02, ,SoundBgm_BonusTime_Day_epS02
event:/InGame_Ch27/SoundBgm_BonusTime_Day_rockstar, ,SoundBgm_BonusTime_Day_rockstar
event:/InGame_Common/SoundBgm_BonusTime_King, ,SoundBgm_BonusTime_King
event:/InGame_Ch46/SoundBgm_BonusTime_King_Violinist, ,SoundBgm_BonusTime_King_Violinist
event:/InGame_Ch27/SoundBgm_BonusTime_King_rockstar, ,SoundBgm_BonusTime_King_rockstar
event:/InGame_Ch46/SoundBgm_BonusTime_Night_Violinist, ,SoundBgm_BonusTime_Night_Violinist
event:/InGame_BGM_epN01/SoundBgm_BonusTime_Night_epN01, ,SoundBgm_BonusTime_Night_epN01
event:/InGame_BGM_epN02/SoundBgm_BonusTime_Night_epN02, ,SoundBgm_BonusTime_Night_epN02
event:/InGame_BGM_epN03/SoundBgm_BonusTime_Night_epN03, ,SoundBgm_BonusTime_Night_epN03
event:/InGame_BGM_epN04/SoundBgm_BonusTime_Night_epN04, ,SoundBgm_BonusTime_Night_epN04
event:/InGame_BGM_epN05/SoundBgm_BonusTime_Night_epN05, ,SoundBgm_BonusTime_Night_epN05
event:/music/SoundBgm_BonusTime_Night_epN06, ,SoundBgm_BonusTime_Night_epN06
event:/InGame_BGM_epS02/SoundBgm_BonusTime_Night_epS02, ,SoundBgm_BonusTime_Night_epS02
event:/InGame_Ch27/SoundBgm_BonusTime_Night_rockstar, ,SoundBgm_BonusTime_Night_rockstar
event:/OutGame_Preview_BGM/SoundBgm_Episode_Select, ,SoundBgm_Episode_Select
event:/InGame_Ch38/SoundBgm_ExplorerBgm, ,SoundBgm_ExplorerBgm
event:/music/SoundBgm_Game_epEV01_1,,SoundBgm_Game_epEV01_1
event:/music/SoundBgm_Game_epEV02,,SoundBgm_Game_epEV02_1
event:/InGame_BGM_epN01/SoundBgm_Game_epN01_1, ,SoundBgm_Game_epN01_1
event:/InGame_BGM_epN01/SoundBgm_Game_epN01_2, ,SoundBgm_Game_epN01_2
event:/InGame_BGM_epN02/SoundBgm_Game_epN02_1, ,SoundBgm_Game_epN02_1
event:/InGame_BGM_epN02/SoundBgm_Game_epN02_2, ,SoundBgm_Game_epN02_2
event:/InGame_BGM_epN03/SoundBgm_Game_epN03_1, ,SoundBgm_Game_epN03_1
event:/InGame_BGM_epN03/SoundBgm_Game_epN03_2, ,SoundBgm_Game_epN03_2
event:/InGame_BGM_epN04/SoundBgm_Game_epN04_1, ,SoundBgm_Game_epN04_1
event:/InGame_BGM_epN04/SoundBgm_Game_epN04_2, ,SoundBgm_Game_epN04_2
event:/InGame_BGM_epN04/SoundBgm_Game_epN04_9, ,SoundBgm_Game_epN04_9
event:/InGame_BGM_epN05/SoundBgm_Game_epN05_1, ,SoundBgm_Game_epN05_1
event:/InGame_BGM_epN05/SoundBgm_Game_epN05_10,,SoundBgm_Game_epN05_10
event:/InGame_BGM_epN05/SoundBgm_Game_epN05_11,,SoundBgm_Game_epN05_11
event:/InGame_BGM_epN05/SoundBgm_Game_epN05_6, ,SoundBgm_Game_epN05_6
event:/music/SoundBgm_Game_epN06_1, ,SoundBgm_Game_epN06_1
event:/music/SoundBgm_Game_epN06_2, ,SoundBgm_Game_epN06_9
event:/InGame_BGM_epS01/SoundBgm_Game_epS01, ,SoundBgm_Game_epS01
event:/InGame_BGM_epS02/SoundBgm_Game_epS02_1, ,SoundBgm_Game_epS02_1
event:/InGame_BGM_epS02/SoundBgm_Game_epS02_2, ,SoundBgm_Game_epS02_2
event:/InGame_Ch46/SoundBgm_Game_epS02_2Violinist, ,SoundBgm_Game_epS02_2Violinist
event:/InGame_Ch27/SoundBgm_Game_epS02_2rockstar, ,SoundBgm_Game_epS02_2rockstar
event:/music/SoundBgm_Game_epS03_1,,SoundBgm_Game_epS03
event:/music/SoundBgm_Game_epS03_2,,SoundBgm_Game_epS03_2
event:/InGame_Ch46/SoundBgm_ViolinistBgm,,SoundBgm_Game_epS03_2Violinist
event:/InGame_Ch27/SoundBgm_RockStarBgm,,SoundBgm_Game_epS03_2rockstar
event:/music/SoundBgm_Lobby_epEV01,,SoundBgm_Lobby_epEV01
event:/music/SoundBgm_Lobby_epEV02,,SoundBgm_Lobby_epEV02
event:/OutGame_BGM/SoundBgm_Lobby_epN01, ,SoundBgm_Lobby_epN01
event:/OutGame_BGM/SoundBgm_Lobby_epN01_Halloween,,SoundBgm_Lobby_epN01_Halloween
event:/OutGame_BGM/SoundBgm_Lobby_epN01_KoreanTraditionalHolidays,,SoundBgm_Lobby_epN01_KoreanTraditionalHolidays
event:/OutGame_BGM/SoundBgm_Lobby_epN01_WinterHolidays,,SoundBgm_Lobby_epN01_WinterHolidays
event:/OutGame_BGM/SoundBgm_Lobby_epN01_WinterStory,,SoundBgm_Lobby_epN01_WinterStory
event:/OutGame_BGM/SoundBgm_Lobby_epN01_piano,,SoundBgm_Lobby_epN01_piano
event:/OutGame_BGM/SoundBgm_Lobby_epN02, ,SoundBgm_Lobby_epN02
event:/OutGame_BGM/SoundBgm_Lobby_epN02_KoreanTraditionalHolidays,,SoundBgm_Lobby_epN02_KoreanTraditionalHolidays
event:/OutGame_BGM/SoundBgm_Lobby_epN02_WinterHolidays,,SoundBgm_Lobby_epN02_WinterHolidays
event:/OutGame_BGM/SoundBgm_Lobby_epN02_piano,,SoundBgm_Lobby_epN02_piano
event:/OutGame_BGM/SoundBgm_Lobby_epN03, ,SoundBgm_Lobby_epN03
event:/OutGame_BGM/SoundBgm_Lobby_epN03_KoreanTraditionalHolidays,,SoundBgm_Lobby_epN03_KoreanTraditionalHolidays
event:/OutGame_BGM/SoundBgm_Lobby_epN03_WinterHolidays,,SoundBgm_Lobby_epN03_WinterHolidays
event:/OutGame_BGM/SoundBgm_Lobby_epN03_piano,,SoundBgm_Lobby_epN03_piano
event:/OutGame_BGM/SoundBgm_Lobby_epN04, ,SoundBgm_Lobby_epN04
event:/OutGame_BGM/SoundBgm_Lobby_epN04_KoreanTraditionalHolidays,,SoundBgm_Lobby_epN04_KoreanTraditionalHolidays
event:/OutGame_BGM/SoundBgm_Lobby_epN04_WinterHolidays,,SoundBgm_Lobby_epN04_WinterHolidays
event:/OutGame_BGM/SoundBgm_Lobby_epN04_piano,,SoundBgm_Lobby_epN04_piano
event:/OutGame_BGM/SoundBgm_Lobby_epN05, ,SoundBgm_Lobby_epN05
event:/OutGame_BGM/SoundBgm_Lobby_epN05_KoreanTraditionalHolidays,,SoundBgm_Lobby_epN05_KoreanTraditionalHolidays
event:/OutGame_BGM/SoundBgm_Lobby_epN05_WinterHolidays,,SoundBgm_Lobby_epN05_WinterHolidays
event:/OutGame_BGM/SoundBgm_Lobby_epN05_piano,,SoundBgm_Lobby_epN05_piano
event:/music/SoundBgm_Lobby_epN06, ,SoundBgm_Lobby_epN06
event:/music/SoundBgm_Lobby_epN06_KoreanTraditionalHolidays,,SoundBgm_Lobby_epN06_KoreanTraditionalHolidays
event:/OutGame_BGM/SoundBgm_Lobby_epS01, ,SoundBgm_Lobby_epS01
event:/OutGame_BGM/SoundBgm_Lobby_epS02, ,SoundBgm_Lobby_epS02
event:/music/SoundBgm_Lobby_epS03, ,SoundBgm_Lobby_epS03
event:/InGame_Ch59/SoundBgm_MacaronTransformBgm, ,SoundBgm_MacaronTransformBgm
event:/InGame_Ch58/SoundBgm_OnionTransformBgm,,SoundBgm_OnionTransformBgm
event:/InGame_Ch56/SoundBgm_PeachTransformBgm, ,SoundBgm_PeachTransformBgm
event:/OutGame_Preview_BGM/SoundBgm_Preview_epEV01,,SoundBgm_Preview_epEV01
event:/music/SoundBgm_Preview_epEV02,,SoundBgm_Preview_epEV02
event:/OutGame_Preview_BGM/SoundBgm_Preview_epN01, ,SoundBgm_Preview_epN01
event:/OutGame_Preview_BGM/SoundBgm_Preview_epN02, ,SoundBgm_Preview_epN02
event:/OutGame_Preview_BGM/SoundBgm_Preview_epN03, ,SoundBgm_Preview_epN03
event:/OutGame_Preview_BGM/SoundBgm_Preview_epN04, ,SoundBgm_Preview_epN04
event:/OutGame_Preview_BGM/SoundBgm_Preview_epN05, ,SoundBgm_Preview_epN05
event:/music/SoundBgm_Preview_epN06, ,SoundBgm_Preview_epN06
event:/OutGame_Preview_BGM/SoundBgm_Preview_epS01, ,SoundBgm_Preview_epS01
event:/OutGame_Preview_BGM/SoundBgm_Preview_epS02, ,SoundBgm_Preview_epS02
event:/music/SoundBgm_Preview_epS03, ,SoundBgm_Preview_epS03
event:/InGame_Ch27/SoundBgm_RockStarBgm, ,SoundBgm_RockStarBgm
event:/InGame_Ch65/SoundBgm_SeaFairyTransformBgm,,SoundBgm_SeaFairyTransformBgm
event:/InGame_Ch46/SoundBgm_ViolinistBgm, ,SoundBgm_ViolinistBgm
event:/OutGame_Common/SoundEff_11th_Opnning_Popup_Jingle,,SoundEff_11th_Opnning_Popup_Jingle
event:/OutGame_Common/SoundEff_ActivityGiftPang, ,SoundEff_ActivityGiftPang
event:/InGame_Ch34/SoundEff_AlchemistChangeMagic, ,SoundEff_AlchemistChangeMagic
event:/InGame_Ch34/SoundEff_AlchemistExplosion, ,SoundEff_AlchemistExplosion
event:/InGame_Ch34/SoundEff_AlchemistReady, ,SoundEff_AlchemistReady
event:/InGame_Ch34/SoundEff_AlchemistThrowing, ,SoundEff_AlchemistThrowing
event:/InGame_Ch76_Cucumber/SoundEff_GetFailFishJelly,,SoundEff_BadBigFishJelly
event:/InGame_Ch29/SoundEff_BardDestruction, ,SoundEff_BardDestruction
event:/InGame_Ch29/SoundEff_BardLife, ,SoundEff_BardLife
event:/InGame_Ch29/SoundEff_BardRichness, ,SoundEff_BardRichness
event:/InGame_Common/SoundEff_BonusCombo, ,SoundEff_BonusCombo
event:/InGame_Ch28/SoundEff_CherryBomb, ,SoundEff_CherryBomb
event:/InGame_Ch28/SoundEff_CherryBomb_Throwing_Mad, ,SoundEff_CherryBomb_Throwing_Mad
event:/InGame_Ch28/SoundEff_CherryBomb_Throwing_Normal, ,SoundEff_CherryBomb_Throwing_Normal
event:/InGame_Common/SoundEff_CrashWithBody, ,SoundEff_CrashWithBody
event:/InGame_Common/SoundEff_CrashWithPower, ,SoundEff_CrashWithPower
event:/InGame_Common/SoundEff_CrashWithShield, ,SoundEff_CrashWithShield
event:/OutGame_Common/SoundEff_DailyBonus, ,SoundEff_DailyBonus
event:/InGame_EpN03/SoundEff_Dragon_Breath, ,SoundEff_Dragon_Breath
event:/InGame_EpN03/SoundEff_Dragon_SmashWithFoot,,SoundEff_Dragon_SmashWithFoot
event:/InGame_EpN03/SoundEff_Dragon_SmashWithTail,,SoundEff_Dragon_SmashWithTail
event:/InGame_EpN03/SoundEff_Dragon_Wave,,SoundEff_Dragon_Wave
event:/InGame_Pet87_EggBunny/SoundEff_GetEggBunnyJelly,,SoundEff_EggBunnyJelly
event:/InGame_Common/SoundEff_FeverMode_Start, ,SoundEff_FeverMode_Start
event:/InGame_Common/SoundEff_GameEnd, ,SoundEff_GameEnd
event:/OutGame_Common/SoundEff_GameStart, ,SoundEff_GameStart
event:/OutGame_Common/SoundEff_GameStart_epS03,,SoundEff_GameStart_epS03
event:/InGame_Ch69/SoundEff_GetAcornJelly,,SoundEff_GetAcornJelly
event:/InGame_Common/SoundEff_GetAlphabetJelly,,SoundEff_GetAlphabetJelly
event:/InGame_Common/SoundEff_GetBearJelly,,SoundEff_GetBearJelly
event:/InGame_Common/SoundEff_GetBigBearJelly, ,SoundEff_GetBigBearJelly
event:/InGame_Common/SoundEff_GetBigCoinJelly, ,SoundEff_GetBigCoinJelly
event:/InGame_Ch49/SoundEff_GetCh49Jelly, ,SoundEff_GetCh49Jelly
event:/InGame_Common/SoundEff_GetCoinJelly,,SoundEff_GetCoinJelly
event:/InGame_Pet88_CucumberFrog/SoundEff_GetDuckweedJelly,,SoundEff_GetDuckweedJelly
event:/InGame_EpS02/SoundEff_GetExplosionJelly,,SoundEff_GetExplosionJelly
event:/InGame_Common/SoundEff_GetGoldJelly, ,SoundEff_GetGoldJelly
event:/InGame_Common/SoundEff_GetGoldenBellJelly, ,SoundEff_GetGoldenBellJelly
event:/InGame_Common/SoundEff_GetItemJelly, ,SoundEff_GetItemJelly
event:/InGame_Common/SoundEff_GetJelly, ,SoundEff_GetJelly
event:/InGame_Ch51/SoundEff_GetJellyCherryBlossom, ,SoundEff_GetJellyCherryBlossom
event:/InGame_Ch45/SoundEff_GetMarshmallowJelly, ,SoundEff_GetMarshmallowJelly
event:/InGame_Pet82/SoundEff_GetMoonMortarJelly,,SoundEff_GetMoonMortarJelly
event:/InGame_Ch53/SoundEff_GetOrangeBallJelly, ,SoundEff_GetOrangeBallJelly
event:/InGame_Pet85_GrandpaParrot/Jelly_Gigantic,,SoundEff_GetPet85Jelly
event:/InGame_Common/SoundEff_GetPlatinumCoin, ,SoundEff_GetPlatinumCoin
event:/InGame_Common/SoundEff_GetPointJelly, ,SoundEff_GetPointJelly
event:/InGame_Ch61/SoundEff_GetRedbeanFishJelly,,SoundEff_GetRedbeanFishJelly
event:/InGame_Common/SoundEff_GetSoulJelly, ,SoundEff_GetSoulJelly
event:/InGame_Common/SoundEff_GhostModeCrash, ,SoundEff_GhostModeCrash
event:/InGame_Common/SoundEff_GhostMode_Start, ,SoundEff_GhostMode_Start
event:/InGame_Common/SoundEff_GiganticLandingCoin1,,SoundEff_GiganticLandingCoin1
event:/InGame_Common/SoundEff_GiganticLandingCoin2,,SoundEff_GiganticLandingCoin2
event:/InGame_Common/SoundEff_GiganticLandingCoin3,,SoundEff_GiganticLandingCoin3
event:/InGame_Ch76_Cucumber/SoundEff_GetBigFishJelly,,SoundEff_GoodBigFishJelly
event:/InGame_Ch73_Gulabjamun/Jelly,,SoundEff_GulabjamunJelly
event:/InGame_Common/SoundEff_HeadBlast_Start, ,SoundEff_HeadBlast_Start
event:/InGame_Pet60/SoundEff_Jackson2LaserExplosion,레이저 끝에서 터짐,SoundEff_Jackson2LaserExplosion
event:/InGame_Pet60/SoundEff_Jackson2LaserShoot,레이저 한발 한 발 발사할 때,SoundEff_Jackson2LaserShoot
event:/InGame_Pet60/SoundEff_Jackson2LaserStart,펫능력발동 시작,SoundEff_Jackson2LaserStart
event:/InGame_Common/SoundEff_JellychoExplosion, ,SoundEff_JellychoExplosion
event:/InGame_Ch74_Kajukatli/Jelly,,SoundEff_KajukatliJelly
event:/InGame_Ch43/SoundEff_KiwiBikeFuel,,SoundEff_KiwiBikeFuel
event:/InGame_Common/SoundEff_Large_Energy, ,SoundEff_Large_Energy
event:/InGame_EpN03/SoundEff_MagmaPlate,,SoundEff_MagmaPlate
event:/InGame_Pet88_CucumberFrog/Make_DuckweedJelly,,SoundEff_MakeDuckweedJelly
event:/InGame_Ch75_MallowBunny/SoundEff_GetMallowBunnyBearJelly,,SoundEff_MallowBunnyBearJelly
event:/InGame_Ch75_MallowBunny/SoundEff_GetMallowBunnyJelly,,SoundEff_MallowBunnyJelly
event:/InGame_EpN03/SoundEff_MashmellowFalls,,SoundEff_MashmellowFalls
event:/InGame_EpN03/SoundEff_MeteorBreakPlane,,SoundEff_MeteorBreakPlane
event:/InGame_EpN03/SoundEff_MeteorCreatesObstacle,,SoundEff_MeteorCreatesObstacle
event:/InGame_EpN03/SoundEff_MiniVolcanoExplosion,,SoundEff_MiniVolcanoExplosion
event:/InGame_Common/SoundEff_ObstacleHeart, ,SoundEff_ObstacleHeart
event:/InGame_Ch43/SoundEff_ObstacleKiwi, ,SoundEff_ObstacleKiwi
event:/InGame_Ch39/SoundEff_ObstacleSoda, ,SoundEff_ObstacleSoda
event:/InGame_Pet88_CucumberFrog/Skill_Start,,SoundEff_Pet88_CucumberFrog
event:/InGame_Common/SoundEff_Pet_Bomb, ,SoundEff_Pet_Bomb
event:/InGame_Pet17/SoundEff_Pet_Dragon_Crash, ,SoundEff_Pet_Dragon_Crash
event:/InGame_Ch17/SoundEff_Pet_Dragon_Start, ,SoundEff_Pet_Dragon_Start
event:/InGame_Pet87_EggBunny/Make_Jelly,,SoundEff_Pet_EggBunny
event:/InGame_Pet84_MiniDrum/Play,,SoundEff_Pet_Minibook
event:/InGame_Pet36/SoundEff_Pet_Rescue_Blast_End, ,SoundEff_Pet_Rescue_Blast_End
event:/InGame_Pet36/SoundEff_Pet_Rescue_Blast_Ready, ,SoundEff_Pet_Rescue_Blast_Ready
event:/InGame_Pet36/SoundEff_Pet_Rescue_Blast_Start, ,SoundEff_Pet_Rescue_Blast_Start
event:/InGame_Pet95_Warmsibyl/Resurrection,,SoundEff_Pet_Resurrection
event:/InGame_Pet96_KkakdugBell/Resurrection,,SoundEff_Pet_Resurrection1
event:/InGame_Pet26/StarConfetti,,SoundEff_Pet_StarConfetti
event:/InGame_Pet95_Warmsibyl/Destruction,,SoundEff_Pet_destruction
event:/InGame_Pet96_KkakdugBell/Drop,,SoundEff_Pet_drop
event:/InGame_Pet95_Warmsibyl/Rush_01,,SoundEff_Pet_rush1
event:/InGame_Pet95_Warmsibyl/Rush_02,,SoundEff_Pet_rush2
event:/InGame_Common/SoundEff_RecoverCrashDamage,,SoundEff_RecoverCrashDamage
event:/InGame_Common/SoundEff_RelayRunning_Start, ,SoundEff_RelayRunning_Start
event:/InGame_Common/SoundEff_Revive_EffectStart, ,SoundEff_Revive_EffectStart
event:/InGame_Common/SoundEff_Revive_ReviveStart, ,SoundEff_Revive_ReviveStart
event:/InGame_Ch76_Cucumber/SoundEff_GetSmallFishJelly,,SoundEff_SmallFishJelly
event:/InGame_Common/SoundEff_Small_Energy, ,SoundEff_Small_Energy
event:/InGame_Pet35/SoundEff_Pet_Spotlight_Start, ,SoundEff_Spotlight
event:/InGame_Common/SoundEff_StarCandyExplosion, ,SoundEff_StarCandyExplosion
event:/OutGame_Common/SoundEff_TutorialPopup, ,SoundEff_TutorialPopup
event:/Common/SoundEff_UIButton, ,SoundEff_UIButton
event:/OutGame_Common/SoundEff_UIEquipmentButton, ,SoundEff_UIEquipmentButton
event:/InGame_Common/SoundEff_item02_Start, ,SoundEff_item02_Start
event:/InGame_Common/SoundEff_item03_Loop, ,SoundEff_item03_Loop
event:/InGame_Common/SoundEff_item04_Start, ,SoundEff_item04_Start
event:/InGame_Common/SoundEff_item05_Loop, ,SoundEff_item05_Loop
event:/InGame_Common/SoundEff_item06_Start, ,SoundEff_item06_Start
event:/InGame_Common/SoundEff_item07_Start, ,SoundEff_item07_Start
event:/InGame_Ch31/SoundEffect_MagicalGirlMagicExplosion, ,SoundEffect_MagicalGirlMagicExplosion
event:/InGame_Ch31/SoundEffect_MagicalGirlMagicShot, ,SoundEffect_MagicalGirlMagicShot
event:/OutGame_Ambience/WorldMap,,Sound_Ambience_WorldMap
event:/InGame_Ch72/Transform_end,,StrawberryShortCake_Transform_end
event:/InGame_Ch72/Rush,,StrawberryShortcake_Rush
event:/InGame_Ch23/SuperDevil_ChangeStart, ,SuperDevil_ChangeStart
event:/InGame_Ch23/SuperDevil_FlightEnd, ,SuperDevil_FlightEnd
event:/InGame_Ch23/SuperDevil_FlightStart, ,SuperDevil_FlightStart
event:/InGame_Ch19/SuperHero_ChangeStart, ,SuperHero_ChangeStart
event:/InGame_Ch19/SuperHero_FlightEnd, ,SuperHero_FlightEnd
event:/InGame_Ch19/SuperHero_FlightStart, ,SuperHero_FlightStart
event:/OutGame_Common/Treasure_Bless,,Treasure_Bless
event:/Common/unmute_music_instantly,,Unmute_Music_Instantly
event:/InGame_Ch36/UnripeSkillActivation, ,UnripeSkillActivation
event:/OutGame_UpgradeTreasure/UpgradeTreasure_Fail, ,UpgradeTreasure_Fail
event:/OutGame_UpgradeTreasure/UpgradeTreasure_Loading, ,UpgradeTreasure_Loading
event:/OutGame_UpgradeTreasure/UpgradeTreasure_LoadingDone, ,UpgradeTreasure_LoadingDone
event:/OutGame_UpgradeTreasure/UpgradeTreasure_Success, ,UpgradeTreasure_Success
event:/InGame_Ch35/VampireJumpAfterTransform, ,VampireJumpAfterTransform
event:/InGame_Ch35/VampireMakeJelly, ,VampireMakeJelly
event:/InGame_Ch35/VampireTransformEnd, ,VampireTransformEnd
event:/InGame_Ch35/VampireTransformStart, ,VampireTransformStart
event:/InGame_Ch46/Violinist_Sound_GetCoin,,Violinist_Sound_GetCoin
event:/InGame_Ch46/Violinist_Sound_GetCoin_Max,,Violinist_Sound_GetCoin_Max
event:/InGame_Pet76/WaterCan_ActivationStart,,WaterCan_ActivationStart
event:/InGame_Pet76/WaterCan_BloomEnd,,WaterCan_BloomEnd
event:/InGame_Pet76/WaterCan_BloomStart,,WaterCan_BloomStart
event:/InGame_Ch44/Werewolf_CrashObstacle,,Werewolf_CrashObstacle
event:/InGame_Ch44/Werewolf_TransformEnd,,Werewolf_TransformEnd
event:/InGame_Ch44/Werewolf_TransformJump,,Werewolf_TransformJump
event:/InGame_Ch44/Werewolf_TransformSlide,,Werewolf_TransformSlide
event:/InGame_Ch44/Werewolf_TransformStart,,Werewolf_TransformStart
event:/InGame_Common/Whistle_Relay,,Whistle_Relay
event:/InGame_Common/Whistle_Rescue,,Whistle_Rescue
event:/InGame_Common/Whistle_Revive,,Whistle_Revive
event:/InGame_Ch62/WhiteChocolateSound_Full_Gauge,,WhiteChocolateSound_Full_Gauge
event:/InGame_Ch62/WhiteChocolateSound_Incomplete_Gauge,,WhiteChocolateSound_Incomplete_Gauge
event:/InGame_Ch62/WhiteChocolateSound_Level_Incomplete,,WhiteChocolateSound_Level_Incomplete
event:/InGame_Ch62/WhiteChocolateSound_SliceObstacle_0,,WhiteChocolateSound_SliceObstacle_0
event:/InGame_Ch62/WhiteChocolateSound_SliceObstacle_0,,WhiteChocolateSound_SliceObstacle_1
event:/InGame_Ch62/WhiteChocolateSound_TransformEnd,,WhiteChocolateSound_TransformEnd
event:/InGame_Ch62/WhiteChocolateSound_TransformStart,,WhiteChocolateSound_TransformStart
event:/InGame_Pet102_WhiteDragonHorsie/Dragon_Launch,,WhiteDragonHorsiePet_Dragon_Launch
event:/InGame_Pet102_WhiteDragonHorsie/Jelly_Conversion,,WhiteDragonHorsiePet_Jelly_conversion
event:/InGame_Pet91_WhiteStoneTeacher/SoundEff_GetWhiteRiceJelly,,WhiteStoneTeacher_getWhiteRiceJelly
event:/InGame_Pet92_Yongma/Count_Speed_Point,,Yongma_GetSpeedPoint
event:/InGame_Pet92_Yongma/Rescue,,Yongma_Rescue
event:/InGame_EpN05/ambEPN05-5, ,ambEPN05-5
event:/InGame_EpN04/big_to_small,,big_to_small
event:/InGame_EpN04/big_wheel,,big_wheel
event:/InGame_EpN04/blue_explode,,blue_explode
event:/InGame_EpN04/eat_book,,eat_book
event:/InGame_EpN03/epN03_302_Platform_MoveDownJump,수직으로 떨어지는 타코야키,epN03_302_Platform_MoveDownJump
event:/InGame_EpN03/epN03_304_oneBecomeTwo,1단에서 입 벌리며 2단되는 마시멜로 장애물,epN03_304_oneBecomeTwo
event:/InGame_EpN03/epN03_306_oneBecomeTwo,용 알깨면서 2단되는 장애물,epN03_306_oneBecomeTwo
event:/InGame_EpN03/epN03_307_oneBecomeTwo,1단에서 2단되는 동상(쇠로 되어있음),epN03_307_oneBecomeTwo
event:/InGame_EpN03/epN03_Dragon_FlyingOnBackground,화면 뒤에서 조그맣게 날아가는 용 이펙트,epN03_Dragon_FlyingOnBackground
event:/InGame_EpN03/epN03_Dragon_FlyingOnFront,화면 최상단으로 날아가는 용 이펙트,epN03_Dragon_FlyingOnFront
event:/InGame_EpN06/epN06_Platform_2_FlyingBatUp,"스테이지2 박쥐 - 사선으로 날아오는 박쥐 (위, 아래)",epN06_Platform_2_FlyingBatUp
