episode,event_seq,is_complete_reward,mission_description,mission_description_short,mission_order,mission_seq,need_count,page,reward_image_file_name,reward_image_plist_file_name,reward_name,reward_qty,reward_seq,reward_type,stat_category_id,stat_data_id,stat_goal_count,_key
,162,0,Complete all Missions,,5,9654,4,1,reward_icon_crystal.png,bc_reward_icon.plist,Crystals,20,0,G,,,,451
"1,2,3,4,5,503",38,0,장애물 파괴하기 500개,장애물 파괴하기,4,7986,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,0,12,500,46
"1,2,3,4,5,503",38,0,2단 점프 많이하기 1200회,2단점프 하기,5,7987,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,0,3,1200,47
"1,2,3,4,5,503",38,0,오래달리기 500초 이상,오래달리기(초),6,7988,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,0,19,500,48
"1,2,3,4,5,503",38,0,슬라이드 했다 일어나기 2000회,슬라이드했다일어나기,7,7989,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,0,31,2000,49
,28,0,,,5,7906,10,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,3,0,G,,,,5
,38,1,뼈살이꽃 미션 모두 완료하기	,,8,7990,7,1,cookie_stone_ch81.png,crc_cookie_stone.plist,바리공주맛 쿠키 영혼석,7,500004,S,,,,50
"1,2,3,4,5,503",38,0,"은화 3,000개 획득하기",은화 획득하기,1,7991,1,2,reward_icon_coin_small.png,bc_reward_icon.plist,코인,5000,0,C,0,32,3000,51
"1,2,3,4,5,503",38,0,왕곰젤리 55개 획득하기,왕곰젤리 획득하기,2,7992,1,2,reward_icon_coin_small.png,bc_reward_icon.plist,코인,5000,0,C,0,10,55,52
"1,2,3,4,5,503",38,0,"노란곰젤리 5,500개 획득하기",노란곰젤리 획득하기,3,7993,1,2,reward_icon_coin_small.png,bc_reward_icon.plist,코인,5000,0,C,0,8,5500,53
"1,2,3,4,5,503",38,0,색동별젤리파티 25개 획득하기,색동별젤리파티 획득,4,7994,1,2,reward_icon_coin_small.png,bc_reward_icon.plist,코인,5000,0,C,0,30,25,54
"1,2,3,4,5,503",38,0,"분홍곰젤리 3,000개 획득하기",분홍곰젤리 획득하기,5,7995,1,2,reward_icon_coin_small.png,bc_reward_icon.plist,코인,5000,0,C,0,9,3000,55
"1,2,3,4,5,503",38,0,"모든젤리 25,000개 획득하기",모든 젤리 획득하기,6,7996,1,2,reward_icon_coin_small.png,bc_reward_icon.plist,코인,5000,0,C,0,6,25000,56
,38,1,살살이꽃 미션 모두 완료하기,,7,7997,6,2,cookie_stone_ch81.png,crc_cookie_stone.plist,바리공주맛 쿠키 영혼석,7,500004,S,,,,57
"1,2,3,4,5,503",38,0,보너스타임 8회가기,보너스타임횟수,1,7998,1,3,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,500,0,P,0,18,8,58
"1,2,3,4,5,503",38,0,거대생명물약 10개 획득하기,거대생명물약획득하기,2,7999,1,3,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,500,0,P,0,11,10,59
,30,0,,,1,7912,3000,1,reward_icon_life.png,bc_reward_icon.plist,체력강화,2,211,S,,,,6
"1,2,3,4,5,503",38,0,구출 17회 하기,구멍에서 구출하기,3,8000,1,3,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,500,0,P,0,17,17,60
"1,2,3,4,5,503",38,0,부활 25회 하기,부활 많이 하기,4,8001,1,3,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,500,0,P,0,15,25,61
"1,2,3,4,5,503",38,0,한번도 피해입지않고 500초 버티기,한번도피해안입기(초),5,8002,1,3,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,500,0,P,0,36,500,62
,38,1,숨살이꽃 미션 모두 완료하기,,6,8003,5,3,cookie_stone_ch81.png,crc_cookie_stone.plist,바리공주맛 쿠키 영혼석,6,500004,S,,,,63
,43,0,,,1,8081,1,1,reward_icon_relay.png,bc_reward_icon.plist,이어달리기,1,215,S,,,,64
,43,0,,,2,8082,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,5000,0,C,,,,65
,43,0,,,3,8083,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,7000,0,C,,,,66
,43,0,,,4,8084,7,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,100,0,P,,,,67
,43,0,,,5,8085,10,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,3,0,G,,,,68
,37,0,열쇠 2개 소모하기,,5,8317,2,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,1,0,G,,,,69
,30,0,,,2,7913,7500,1,reward_icon_relay.png,bc_reward_icon.plist,이어달리기,1,215,S,,,,7
"1,2,3,4,5,503",57,0,"젤리 많이 획득하기 18,000개",젤리많이획득하기,1,8294,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,6,18000,70
"1,2,3,4,5,503",57,0,보너스타임 5회 가기,보너스타임가기,2,8295,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,18,5,71
"1,2,3,4,5,503",57,0,"은화 4,000개 획득하기",은화획득하기,3,8296,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,32,4000,72
"1,2,3,4,5,503",57,0,점프 많이하기 600회,점프 많이하기,4,8297,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,1,600,73
"1,2,3,4,5,503",57,0,거대생명물약 8개 획득하기,거대생명물약획득하기,5,8298,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,11,8,74
"1,2,3,4,5,503",57,0,오래달리기 450초 이상,오래달리기(초),6,8299,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,19,450,75
"1,2,3,4,5,503",57,0,슬라이드 오래하기 200초 이상,슬라이드 오래하기,7,8300,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,5,200,76
"1,2,3,4,5,503",57,0,"게임중 점수 획득하기 100,000,000점 이상",게임중점수획득하기,8,8301,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,21,10000,77
"1,2,3,4,5,503",57,0,장애물 파괴하기 400개,장애물 파괴하기,9,8302,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,12,400,78
"1,2,3,4,5,503",57,0,부활 20회 하기,부활많이하기,10,8303,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,15,20,79
,30,0,,,3,7914,10000,1,reward_icon_dough01.png,bc_reward_icon.plist,갈색 행운반죽,1,80001,S,,,,8
"1,2,3,4,5,503",57,0,"노란곰젤리 5,000개 획득하기",노란곰젤리획득하기,11,8304,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,8,5000,80
"1,2,3,4,5,503",57,0,색동별젤리파티 25개 획득하기,색동별젤리파티 획득,12,8305,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,30,25,81
"1,2,3,4,5,503",57,0,"게임중 코인 40,000개 획득하기",게임중코인획득하기,13,8306,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,22,40000,82
"1,2,3,4,5,503",57,0,왕코인 150개 획득하기,왕코인획득하기,14,8307,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,34,150,83
"1,2,3,4,5,503",57,0,구멍에 16회 빠지기,구멍에빠지기,15,8308,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,16,16,84
"1,2,3,4,5,503",57,0,알파벳젤리 300개 획득하기,알파벳젤리 획득하기,16,8309,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,45,300,85
"1,2,3,4,5,503",57,0,"보너스타임점수 11,000,000점 이상",보너스타임점수,17,8310,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,43,1100,86
"1,2,3,4,5,503",57,0,한번도 피해입지않고 500초 버티기,한번도피해안입기(초),18,8311,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,36,500,87
"1,2,3,4,5,503",57,0,"곰젤리파티로 곰젤리 4,000개 변화시키기",곰젤리파티로곰젤리변화시키기,19,8312,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,39,4000,88
"1,2,3,4,5,503",57,0,"슬라이드 했다 일어나기 2,000회",슬라이드했다일어나기,20,8313,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키 영혼석,1,500005,S,0,31,2000,89
,30,0,,,4,7915,30000,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,200,0,P,,,,9
,60,0,일반 에피소드 스테이지 4까지 3판,,1,8344,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,3000,0,C,,,,90
,60,0,하루에 친구에게 3번 생명 보내기,,2,8345,3,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,100,0,P,,,,91
,60,0,파티런 2판하기,,3,8346,2,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,92
,60,0,일반 에피소드 1판에 5000코인 획득하기,,4,8347,1,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,50,0,P,,,,93
,60,0,일일 미션 4개 전부 완료하기,,5,8348,4,1,reward_icon_cookie_stone_box_ss.png,bc_reward_icon.plist,영혼석 선택상자 (쿠키2종),3,42001,S,,,,94
,61,0,일반 에피소드 스테이지 4까지 3판,,1,8349,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,3000,0,C,,,,95
,61,0,하루에 친구에게 3번 생명 보내기,,2,8350,3,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,100,0,P,,,,96
,61,0,열쇠 2개 소모하기,,3,8351,2,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,1,0,G,,,,97
,61,0,일반 에피소드 1판에 5000코인 획득하기,,4,8352,1,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,50,0,P,,,,98
,61,0,일일 미션 4개 전부 완료하기,,5,8353,4,1,reward_icon_cookie_stone_box_ss.png,bc_reward_icon.plist,영혼석 선택상자 (쿠키2종),3,42001,S,,,,99
