comment,event_group_probability,group_probability,replacement_stuff_seq,set_name,stuff_seq,_key
미스테리박스_코인,,700,0,MBox_Coin,700512,70051208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700512,70051209
미스테리박스_딸기쇼케잠금아이템,,210,0,MBox_Unlock_2,700512,70051210
미스터리박스_멜버잠금아이템,,210,0,MBox_Unlock_3,700512,70051211
미스터리박스_민들레잠금아이템,,220,0,MBox_Unlock_4,700512,70051212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700513,70051300
미스테리박스_고급보뽑,,33,0,MBox_TrTicket_2,700513,70051301
미스테리박스_유물,,500,0,MBox_Artifact,700513,70051302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700513,70051303
미스테리박스_재료_S급,,198,0,MBox_Mt_S,700513,70051304
미스테리박스_재료_A급,,529,0,MBox_Mt_A,700513,70051305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700513,70051306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700513,70051307
미스테리박스_코인,,0,0,MBox_Coin,700513,70051308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700513,70051309
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,700513,70051310
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,700513,70051311
미스터리박스_민들레잠금아이템,,80,0,MBox_Unlock_4,700513,70051312
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700514,70051400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700514,70051401
미스테리박스_유물,,140,0,MBox_Artifact,700514,70051402
미스테리박스_재료_SS급,,20,0,MBox_Mt_SS,700514,70051403
미스테리박스_재료_S급,,90,0,MBox_Mt_S,700514,70051404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700514,70051405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700514,70051406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700514,70051407
미스테리박스_코인,,0,0,MBox_Coin,700514,70051408
미스테리박스_바다요정잠금아이템,,115,0,MBox_Unlock_Item,700514,70051409
미스테리박스_딸기쇼케잠금아이템,,20,0,MBox_Unlock_2,700514,70051410
미스터리박스_멜버잠금아이템,,20,0,MBox_Unlock_3,700514,70051411
미스터리박스_민들레잠금아이템,,30,0,MBox_Unlock_4,700514,70051412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700521,70052100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700521,70052101
미스테리박스_유물,,0,0,MBox_Artifact,700521,70052102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700521,70052103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700521,70052104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700521,70052105
미스테리박스_재료_B급,,160,0,MBox_Mt_B,700521,70052106
미스테리박스_재료_C급,,340,0,MBox_Mt_C,700521,70052107
미스테리박스_코인,,460,0,MBox_Coin,700521,70052108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700521,70052109
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,700521,70052110
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,700521,70052111
미스터리박스_민들레잠금아이템,,80,0,MBox_Unlock_4,700521,70052112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700522,70052200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700522,70052201
미스테리박스_유물,,0,0,MBox_Artifact,700522,70052202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700522,70052203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700522,70052204
미스테리박스_재료_A급,,700,0,MBox_Mt_A,700522,70052205
미스테리박스_재료_B급,,1730,0,MBox_Mt_B,700522,70052206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700522,70052207
미스테리박스_코인,,800,0,MBox_Coin,700522,70052208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700522,70052209
미스테리박스_딸기쇼케잠금아이템,,260,0,MBox_Unlock_2,700522,70052210
미스터리박스_멜버잠금아이템,,260,0,MBox_Unlock_3,700522,70052211
미스터리박스_민들레잠금아이템,,280,0,MBox_Unlock_4,700522,70052212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700523,70052300
미스테리박스_고급보뽑,,25,0,MBox_TrTicket_2,700523,70052301
미스테리박스_유물,,1980,0,MBox_Artifact,700523,70052302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700523,70052303
미스테리박스_재료_S급,,253,0,MBox_Mt_S,700523,70052304
미스테리박스_재료_A급,,809,0,MBox_Mt_A,700523,70052305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700523,70052306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700523,70052307
미스테리박스_코인,,0,0,MBox_Coin,700523,70052308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700523,70052309
미스테리박스_딸기쇼케잠금아이템,,60,0,MBox_Unlock_2,700523,70052310
미스터리박스_멜버잠금아이템,,60,0,MBox_Unlock_3,700523,70052311
미스터리박스_민들레잠금아이템,,63,0,MBox_Unlock_4,700523,70052312
미스테리박스_최고급보뽑,,15,0,MBox_TrTicket_3,700524,70052400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700524,70052401
미스테리박스_유물,,300,0,MBox_Artifact,700524,70052402
미스테리박스_재료_SS급,,95,0,MBox_Mt_SS,700524,70052403
미스테리박스_재료_S급,,235,0,MBox_Mt_S,700524,70052404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700524,70052405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700524,70052406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700524,70052407
미스테리박스_코인,,0,0,MBox_Coin,700524,70052408
미스테리박스_바다요정잠금아이템,,580,0,MBox_Unlock_Item,700524,70052409
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,700524,70052410
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,700524,70052411
미스터리박스_민들레잠금아이템,,90,0,MBox_Unlock_4,700524,70052412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700531,70053100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700531,70053101
미스테리박스_유물,,0,0,MBox_Artifact,700531,70053102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700531,70053103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700531,70053104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700531,70053105
미스테리박스_재료_B급,,80,0,MBox_Mt_B,700531,70053106
미스테리박스_재료_C급,,80,0,MBox_Mt_C,700531,70053107
미스테리박스_코인,,80,0,MBox_Coin,700531,70053108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700531,70053109
미스테리박스_딸기쇼케잠금아이템,,20,0,MBox_Unlock_2,700531,70053110
미스터리박스_멜버잠금아이템,,20,0,MBox_Unlock_3,700531,70053111
미스터리박스_민들레잠금아이템,,20,0,MBox_Unlock_4,700531,70053112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700532,70053200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700532,70053201
미스테리박스_유물,,0,0,MBox_Artifact,700532,70053202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700532,70053203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700532,70053204
미스테리박스_재료_A급,,630,0,MBox_Mt_A,700532,70053205
미스테리박스_재료_B급,,1240,0,MBox_Mt_B,700532,70053206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700532,70053207
미스테리박스_코인,,800,0,MBox_Coin,700532,70053208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700532,70053209
미스테리박스_딸기쇼케잠금아이템,,220,0,MBox_Unlock_2,700532,70053210
미스터리박스_멜버잠금아이템,,220,0,MBox_Unlock_3,700532,70053211
미스터리박스_민들레잠금아이템,,220,0,MBox_Unlock_4,700532,70053212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700533,70053300
미스테리박스_고급보뽑,,35,0,MBox_TrTicket_2,700533,70053301
미스테리박스_유물,,1665,0,MBox_Artifact,700533,70053302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700533,70053303
미스테리박스_재료_S급,,300,0,MBox_Mt_S,700533,70053304
미스테리박스_재료_A급,,1450,0,MBox_Mt_A,700533,70053305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700533,70053306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700533,70053307
미스테리박스_코인,,0,0,MBox_Coin,700533,70053308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700533,70053309
미스테리박스_딸기쇼케잠금아이템,,200,0,MBox_Unlock_2,700533,70053310
미스터리박스_멜버잠금아이템,,200,0,MBox_Unlock_3,700533,70053311
미스터리박스_민들레잠금아이템,,200,0,MBox_Unlock_4,700533,70053312
미스테리박스_최고급보뽑,,15,0,MBox_TrTicket_3,700534,70053400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700534,70053401
미스테리박스_유물,,840,0,MBox_Artifact,700534,70053402
미스테리박스_재료_SS급,,150,0,MBox_Mt_SS,700534,70053403
미스테리박스_재료_S급,,300,0,MBox_Mt_S,700534,70053404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700534,70053405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700534,70053406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700534,70053407
미스테리박스_코인,,0,0,MBox_Coin,700534,70053408
미스테리박스_바다요정잠금아이템,,630,0,MBox_Unlock_Item,700534,70053409
미스테리박스_딸기쇼케잠금아이템,,110,0,MBox_Unlock_2,700534,70053410
미스터리박스_멜버잠금아이템,,110,0,MBox_Unlock_3,700534,70053411
미스터리박스_민들레잠금아이템,,120,0,MBox_Unlock_4,700534,70053412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700611,70061100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700611,70061101
미스테리박스_유물,,0,0,MBox_Artifact,700611,70061102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700611,70061103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700611,70061104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700611,70061105
미스테리박스_재료_B급,,720,0,MBox_Mt_B,700611,70061106
미스테리박스_재료_C급,,1520,0,MBox_Mt_C,700611,70061107
미스테리박스_코인,,1600,0,MBox_Coin,700611,70061108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700611,70061109
미스테리박스_딸기쇼케잠금아이템,,320,0,MBox_Unlock_2,700611,70061110
미스터리박스_멜버잠금아이템,,320,0,MBox_Unlock_3,700611,70061111
미스터리박스_민들레잠금아이템,,320,0,MBox_Unlock_4,700611,70061112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700612,70061200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700612,70061201
미스테리박스_유물,,0,0,MBox_Artifact,700612,70061202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700612,70061203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700612,70061204
미스테리박스_재료_A급,,600,0,MBox_Mt_A,700612,70061205
미스테리박스_재료_B급,,1280,0,MBox_Mt_B,700612,70061206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700612,70061207
미스테리박스_코인,,700,0,MBox_Coin,700612,70061208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700612,70061209
미스테리박스_딸기쇼케잠금아이템,,210,0,MBox_Unlock_2,700612,70061210
미스터리박스_멜버잠금아이템,,210,0,MBox_Unlock_3,700612,70061211
미스터리박스_민들레잠금아이템,,220,0,MBox_Unlock_4,700612,70061212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700613,70061300
미스테리박스_고급보뽑,,33,0,MBox_TrTicket_2,700613,70061301
미스테리박스_유물,,500,0,MBox_Artifact,700613,70061302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700613,70061303
미스테리박스_재료_S급,,198,0,MBox_Mt_S,700613,70061304
미스테리박스_재료_A급,,529,0,MBox_Mt_A,700613,70061305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700613,70061306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700613,70061307
미스테리박스_코인,,0,0,MBox_Coin,700613,70061308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700613,70061309
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,700613,70061310
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,700613,70061311
미스터리박스_민들레잠금아이템,,80,0,MBox_Unlock_4,700613,70061312
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700614,70061400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700614,70061401
미스테리박스_유물,,140,0,MBox_Artifact,700614,70061402
미스테리박스_재료_SS급,,20,0,MBox_Mt_SS,700614,70061403
미스테리박스_재료_S급,,90,0,MBox_Mt_S,700614,70061404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700614,70061405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700614,70061406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700614,70061407
미스테리박스_코인,,0,0,MBox_Coin,700614,70061408
미스테리박스_바다요정잠금아이템,,115,0,MBox_Unlock_Item,700614,70061409
미스테리박스_딸기쇼케잠금아이템,,20,0,MBox_Unlock_2,700614,70061410
미스터리박스_멜버잠금아이템,,20,0,MBox_Unlock_3,700614,70061411
미스터리박스_민들레잠금아이템,,30,0,MBox_Unlock_4,700614,70061412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700621,70062100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700621,70062101
미스테리박스_유물,,0,0,MBox_Artifact,700621,70062102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700621,70062103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700621,70062104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700621,70062105
미스테리박스_재료_B급,,160,0,MBox_Mt_B,700621,70062106
미스테리박스_재료_C급,,340,0,MBox_Mt_C,700621,70062107
미스테리박스_코인,,460,0,MBox_Coin,700621,70062108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700621,70062109
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,700621,70062110
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,700621,70062111
미스터리박스_민들레잠금아이템,,80,0,MBox_Unlock_4,700621,70062112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700622,70062200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700622,70062201
미스테리박스_유물,,0,0,MBox_Artifact,700622,70062202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700622,70062203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700622,70062204
미스테리박스_재료_A급,,700,0,MBox_Mt_A,700622,70062205
미스테리박스_재료_B급,,1730,0,MBox_Mt_B,700622,70062206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700622,70062207
미스테리박스_코인,,800,0,MBox_Coin,700622,70062208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700622,70062209
미스테리박스_딸기쇼케잠금아이템,,260,0,MBox_Unlock_2,700622,70062210
미스터리박스_멜버잠금아이템,,260,0,MBox_Unlock_3,700622,70062211
미스터리박스_민들레잠금아이템,,280,0,MBox_Unlock_4,700622,70062212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700623,70062300
미스테리박스_고급보뽑,,25,0,MBox_TrTicket_2,700623,70062301
미스테리박스_유물,,1980,0,MBox_Artifact,700623,70062302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700623,70062303
미스테리박스_재료_S급,,253,0,MBox_Mt_S,700623,70062304
미스테리박스_재료_A급,,809,0,MBox_Mt_A,700623,70062305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700623,70062306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700623,70062307
미스테리박스_코인,,0,0,MBox_Coin,700623,70062308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700623,70062309
미스테리박스_딸기쇼케잠금아이템,,60,0,MBox_Unlock_2,700623,70062310
미스터리박스_멜버잠금아이템,,60,0,MBox_Unlock_3,700623,70062311
미스터리박스_민들레잠금아이템,,63,0,MBox_Unlock_4,700623,70062312
미스테리박스_최고급보뽑,,15,0,MBox_TrTicket_3,700624,70062400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700624,70062401
미스테리박스_유물,,300,0,MBox_Artifact,700624,70062402
미스테리박스_재료_SS급,,95,0,MBox_Mt_SS,700624,70062403
미스테리박스_재료_S급,,235,0,MBox_Mt_S,700624,70062404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700624,70062405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700624,70062406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700624,70062407
미스테리박스_코인,,0,0,MBox_Coin,700624,70062408
미스테리박스_바다요정잠금아이템,,580,0,MBox_Unlock_Item,700624,70062409
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,700624,70062410
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,700624,70062411
미스터리박스_민들레잠금아이템,,90,0,MBox_Unlock_4,700624,70062412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700631,70063100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700631,70063101
미스테리박스_유물,,0,0,MBox_Artifact,700631,70063102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700631,70063103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700631,70063104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700631,70063105
미스테리박스_재료_B급,,80,0,MBox_Mt_B,700631,70063106
미스테리박스_재료_C급,,80,0,MBox_Mt_C,700631,70063107
미스테리박스_코인,,80,0,MBox_Coin,700631,70063108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700631,70063109
미스테리박스_딸기쇼케잠금아이템,,20,0,MBox_Unlock_2,700631,70063110
미스터리박스_멜버잠금아이템,,20,0,MBox_Unlock_3,700631,70063111
미스터리박스_민들레잠금아이템,,20,0,MBox_Unlock_4,700631,70063112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700632,70063200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700632,70063201
미스테리박스_유물,,0,0,MBox_Artifact,700632,70063202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700632,70063203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700632,70063204
미스테리박스_재료_A급,,630,0,MBox_Mt_A,700632,70063205
미스테리박스_재료_B급,,1240,0,MBox_Mt_B,700632,70063206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700632,70063207
미스테리박스_코인,,800,0,MBox_Coin,700632,70063208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700632,70063209
미스테리박스_딸기쇼케잠금아이템,,220,0,MBox_Unlock_2,700632,70063210
미스터리박스_멜버잠금아이템,,220,0,MBox_Unlock_3,700632,70063211
미스터리박스_민들레잠금아이템,,220,0,MBox_Unlock_4,700632,70063212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700633,70063300
미스테리박스_고급보뽑,,35,0,MBox_TrTicket_2,700633,70063301
미스테리박스_유물,,1665,0,MBox_Artifact,700633,70063302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700633,70063303
미스테리박스_재료_S급,,300,0,MBox_Mt_S,700633,70063304
미스테리박스_재료_A급,,1450,0,MBox_Mt_A,700633,70063305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700633,70063306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700633,70063307
미스테리박스_코인,,0,0,MBox_Coin,700633,70063308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700633,70063309
미스테리박스_딸기쇼케잠금아이템,,200,0,MBox_Unlock_2,700633,70063310
미스터리박스_멜버잠금아이템,,200,0,MBox_Unlock_3,700633,70063311
미스터리박스_민들레잠금아이템,,200,0,MBox_Unlock_4,700633,70063312
미스테리박스_최고급보뽑,,15,0,MBox_TrTicket_3,700634,70063400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700634,70063401
미스테리박스_유물,,840,0,MBox_Artifact,700634,70063402
미스테리박스_재료_SS급,,150,0,MBox_Mt_SS,700634,70063403
미스테리박스_재료_S급,,300,0,MBox_Mt_S,700634,70063404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700634,70063405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700634,70063406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700634,70063407
미스테리박스_코인,,0,0,MBox_Coin,700634,70063408
미스테리박스_바다요정잠금아이템,,630,0,MBox_Unlock_Item,700634,70063409
미스테리박스_딸기쇼케잠금아이템,,110,0,MBox_Unlock_2,700634,70063410
미스터리박스_멜버잠금아이템,,110,0,MBox_Unlock_3,700634,70063411
미스터리박스_민들레잠금아이템,,120,0,MBox_Unlock_4,700634,70063412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750111,75011100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750111,75011101
미스테리박스_유물,,0,0,MBox_Artifact,750111,75011102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750111,75011103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750111,75011104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750111,75011105
미스테리박스_재료_B급,,300,0,MBox_Mt_B,750111,75011106
미스테리박스_재료_C급,,2100,0,MBox_Mt_C,750111,75011107
미스테리박스_코인,,3300,0,MBox_Coin,750111,75011108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750111,75011109
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750111,75011110
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750112,75011200
미스테리박스_고급보뽑,,25,0,MBox_TrTicket_2,750112,75011201
미스테리박스_유물,,0,0,MBox_Artifact,750112,75011202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750112,75011203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750112,75011204
미스테리박스_재료_A급,,500,0,MBox_Mt_A,750112,75011205
미스테리박스_재료_B급,,1600,0,MBox_Mt_B,750112,75011206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750112,75011207
미스테리박스_코인,,225,0,MBox_Coin,750112,75011208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750112,75011209
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750112,75011210
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750113,75011300
미스테리박스_고급보뽑,,25,0,MBox_TrTicket_2,750113,75011301
미스테리박스_유물,,900,0,MBox_Artifact,750113,75011302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750113,75011303
미스테리박스_재료_S급,,200,0,MBox_Mt_S,750113,75011304
미스테리박스_재료_A급,,500,0,MBox_Mt_A,750113,75011305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750113,75011306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750113,75011307
미스테리박스_코인,,0,0,MBox_Coin,750113,75011308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750113,75011309
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750113,75011310
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750114,75011400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750114,75011401
미스테리박스_유물,,100,0,MBox_Artifact,750114,75011402
미스테리박스_재료_SS급,,25,0,MBox_Mt_SS,750114,75011403
미스테리박스_재료_S급,,200,0,MBox_Mt_S,750114,75011404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750114,75011405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750114,75011406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750114,75011407
미스테리박스_코인,,0,0,MBox_Coin,750114,75011408
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750114,75011409
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750114,75011410
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750121,75012100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750121,75012101
미스테리박스_유물,,0,0,MBox_Artifact,750121,75012102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750121,75012103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750121,75012104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750121,75012105
미스테리박스_재료_B급,,200,0,MBox_Mt_B,750121,75012106
미스테리박스_재료_C급,,1000,0,MBox_Mt_C,750121,75012107
미스테리박스_코인,,1800,0,MBox_Coin,750121,75012108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750121,75012109
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750121,75012110
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750122,75012200
미스테리박스_고급보뽑,,50,0,MBox_TrTicket_2,750122,75012201
미스테리박스_유물,,0,0,MBox_Artifact,750122,75012202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750122,75012203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750122,75012204
미스테리박스_재료_A급,,400,0,MBox_Mt_A,750122,75012205
미스테리박스_재료_B급,,2200,0,MBox_Mt_B,750122,75012206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750122,75012207
미스테리박스_코인,,600,0,MBox_Coin,750122,75012208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750122,75012209
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750122,75012210
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750123,75012300
미스테리박스_고급보뽑,,50,0,MBox_TrTicket_2,750123,75012301
미스테리박스_유물,,1300,0,MBox_Artifact,750123,75012302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750123,75012303
미스테리박스_재료_S급,,300,0,MBox_Mt_S,750123,75012304
미스테리박스_재료_A급,,1100,0,MBox_Mt_A,750123,75012305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750123,75012306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750123,75012307
미스테리박스_코인,,0,0,MBox_Coin,750123,75012308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750123,75012309
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750123,75012310
미스테리박스_최고급보뽑,,25,0,MBox_TrTicket_3,750124,75012400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750124,75012401
미스테리박스_유물,,500,0,MBox_Artifact,750124,75012402
미스테리박스_재료_SS급,,75,0,MBox_Mt_SS,750124,75012403
미스테리박스_재료_S급,,400,0,MBox_Mt_S,750124,75012404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750124,75012405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750124,75012406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750124,75012407
미스테리박스_코인,,0,0,MBox_Coin,750124,75012408
