BasicEnergy,Gender,Id_1,Id_10,Id_2,Id_3,Id_4,Id_5,Id_6,Id_7,Id_8,Id_9,OwnedPriority,PurchaseType,ResourceKeyString,SecondaryResourceKeyString,SubKey_1,SubKey_10,SubKey_2,SubKey_3,SubKey_4,SubKey_5,SubKey_6,SubKey_7,SubKey_8,SubKey_9,UnlockId,Value_1,Value_10,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9,_key
0,0,1066,,1024,,,,,,,,0,0,tr_ga008_m,,551,,0,,,,,,,,0,900,,962,,,,,,,,13008109
0,0,1066,,1024,,,,,,,,0,0,tr_ga008_m,,551,,0,,,,,,,,0,1000,,960,,,,,,,,13008110
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,200,,200,100,100,,,,,,13009001
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,220,,220,110,110,,,,,,13009002
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,240,,240,120,120,,,,,,13009003
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,260,,260,130,130,,,,,,13009004
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,280,,280,140,140,,,,,,13009005
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,300,,300,150,150,,,,,,13009006
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,320,,320,160,160,,,,,,13009007
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,340,,340,170,170,,,,,,13009008
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,360,,360,180,180,,,,,,13009009
0,0,1066,,1151,,,,,,,,0,0,tr_ga009,,504,,2,,,,,,,,0,100,,100,,,,,,,,1300901
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,400,,400,200,200,,,,,,13009010
0,0,1066,,1151,,,,,,,,0,0,tr_ga009,,504,,2,,,,,,,,0,120,,120,,,,,,,,1300902
0,0,1066,,1151,,,,,,,,0,0,tr_ga009,,504,,2,,,,,,,,0,140,,140,,,,,,,,1300903
0,0,1066,,1151,,,,,,,,0,0,tr_ga009,,504,,2,,,,,,,,0,160,,160,,,,,,,,1300904
0,0,1066,,1151,,,,,,,,0,0,tr_ga009,,504,,2,,,,,,,,0,180,,180,,,,,,,,1300905
0,0,1066,,1151,,,,,,,,0,0,tr_ga009,,504,,2,,,,,,,,0,200,,200,,,,,,,,1300906
0,0,1066,,1151,,,,,,,,0,0,tr_ga009,,504,,2,,,,,,,,0,220,,220,,,,,,,,1300907
0,0,1066,,1151,,,,,,,,0,0,tr_ga009,,504,,2,,,,,,,,0,240,,240,,,,,,,,1300908
0,0,1066,,1151,,,,,,,,0,0,tr_ga009,,504,,2,,,,,,,,0,270,,270,,,,,,,,1300909
0,0,1066,,1151,,,,,,,,0,0,tr_ga009,,504,,2,,,,,,,,0,300,,300,,,,,,,,1300910
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,300,,300,100,100,,,,,,13009101
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,320,,320,110,110,,,,,,13009102
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,340,,340,120,120,,,,,,13009103
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,360,,360,130,130,,,,,,13009104
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,380,,380,140,140,,,,,,13009105
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,400,,400,150,150,,,,,,13009106
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,420,,420,160,160,,,,,,13009107
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,440,,440,170,170,,,,,,13009108
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,460,,460,180,180,,,,,,13009109
0,0,1066,,1151,1066,1151,,,,,,0,0,tr_ga009_m,,504,,2,503,1,,,,,,0,500,,500,200,200,,,,,,13009110
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,300,,300,100,,,,,,,13010001
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,330,,330,110,,,,,,,13010002
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,360,,360,120,,,,,,,13010003
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,390,,390,130,,,,,,,13010004
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,420,,420,140,,,,,,,13010005
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,450,,450,150,,,,,,,13010006
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,480,,480,160,,,,,,,13010007
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,510,,510,170,,,,,,,13010008
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,540,,540,180,,,,,,,13010009
0,0,1066,,1151,,,,,,,,0,0,tr_ga010,,503,,1,,,,,,,,0,50,,50,,,,,,,,1301001
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,600,,600,200,,,,,,,13010010
0,0,1066,,1151,,,,,,,,0,0,tr_ga010,,503,,1,,,,,,,,0,55,,55,,,,,,,,1301002
0,0,1066,,1151,,,,,,,,0,0,tr_ga010,,503,,1,,,,,,,,0,60,,60,,,,,,,,1301003
0,0,1066,,1151,,,,,,,,0,0,tr_ga010,,503,,1,,,,,,,,0,65,,65,,,,,,,,1301004
0,0,1066,,1151,,,,,,,,0,0,tr_ga010,,503,,1,,,,,,,,0,70,,70,,,,,,,,1301005
0,0,1066,,1151,,,,,,,,0,0,tr_ga010,,503,,1,,,,,,,,0,75,,75,,,,,,,,1301006
0,0,1066,,1151,,,,,,,,0,0,tr_ga010,,503,,1,,,,,,,,0,80,,80,,,,,,,,1301007
0,0,1066,,1151,,,,,,,,0,0,tr_ga010,,503,,1,,,,,,,,0,85,,85,,,,,,,,1301008
0,0,1066,,1151,,,,,,,,0,0,tr_ga010,,503,,1,,,,,,,,0,90,,90,,,,,,,,1301009
0,0,1066,,1151,,,,,,,,0,0,tr_ga010,,503,,1,,,,,,,,0,100,,100,,,,,,,,1301010
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,400,,400,100,,,,,,,13010101
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,430,,430,110,,,,,,,13010102
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,460,,460,120,,,,,,,13010103
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,490,,490,130,,,,,,,13010104
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,520,,520,140,,,,,,,13010105
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,550,,550,150,,,,,,,13010106
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,580,,580,160,,,,,,,13010107
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,610,,610,170,,,,,,,13010108
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,640,,640,180,,,,,,,13010109
0,0,1066,,1151,1067,,,,,,,0,0,tr_ga010_m,,503,,1,407,,,,,,,0,700,,700,200,,,,,,,13010110
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,1000,,1050,,,,,,,,13011001
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,1000,,1055,,,,,,,,13011002
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,1000,,1060,,,,,,,,13011003
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,1000,,1065,,,,,,,,13011004
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,1000,,1070,,,,,,,,13011005
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,1000,,1075,,,,,,,,13011006
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,1000,,1080,,,,,,,,13011007
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,1000,,1085,,,,,,,,13011008
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,1000,,1090,,,,,,,,13011009
0,0,1099,,,,,,,,,,0,0,tr_ga011,,0,,,,,,,,,,0,500,,,,,,,,,,1301101
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,1000,,1100,,,,,,,,13011010
0,0,1099,,,,,,,,,,0,0,tr_ga011,,0,,,,,,,,,,0,600,,,,,,,,,,1301102
0,0,1099,,,,,,,,,,0,0,tr_ga011,,0,,,,,,,,,,0,600,,,,,,,,,,1301103
0,0,1099,,,,,,,,,,0,0,tr_ga011,,0,,,,,,,,,,0,700,,,,,,,,,,1301104
0,0,1099,,,,,,,,,,0,0,tr_ga011,,0,,,,,,,,,,0,700,,,,,,,,,,1301105
0,0,1099,,,,,,,,,,0,0,tr_ga011,,0,,,,,,,,,,0,800,,,,,,,,,,1301106
0,0,1099,,,,,,,,,,0,0,tr_ga011,,0,,,,,,,,,,0,800,,,,,,,,,,1301107
0,0,1099,,,,,,,,,,0,0,tr_ga011,,0,,,,,,,,,,0,900,,,,,,,,,,1301108
0,0,1099,,,,,,,,,,0,0,tr_ga011,,0,,,,,,,,,,0,900,,,,,,,,,,1301109
0,0,1099,,,,,,,,,,0,0,tr_ga011,,0,,,,,,,,,,0,1000,,,,,,,,,,1301110
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,2000,,1050,,,,,,,,13011101
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,2000,,1055,,,,,,,,13011102
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,2000,,1060,,,,,,,,13011103
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,2000,,1065,,,,,,,,13011104
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,2000,,1070,,,,,,,,13011105
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,2000,,1075,,,,,,,,13011106
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,2000,,1080,,,,,,,,13011107
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,2000,,1085,,,,,,,,13011108
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,2000,,1090,,,,,,,,13011109
0,0,1099,,1080,,,,,,,,0,0,tr_ga011_m,,0,,,,,,,,,,0,2000,,1100,,,,,,,,13011110
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1060,,1060,,,,,,,,13012001
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1062,,1062,,,,,,,,13012002
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1064,,1064,,,,,,,,13012003
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1066,,1066,,,,,,,,13012004
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1068,,1068,,,,,,,,13012005
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1070,,1070,,,,,,,,13012006
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1072,,1072,,,,,,,,13012007
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1074,,1074,,,,,,,,13012008
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1077,,1077,,,,,,,,13012009
0,0,1004,,,,,,,,,,0,0,tr_ga012,,0,,,,,,,,,,0,1030,,,,,,,,,,1301201
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1080,,1080,,,,,,,,13012010
0,0,1004,,,,,,,,,,0,0,tr_ga012,,0,,,,,,,,,,0,1032,,,,,,,,,,1301202
0,0,1004,,,,,,,,,,0,0,tr_ga012,,0,,,,,,,,,,0,1034,,,,,,,,,,1301203
0,0,1004,,,,,,,,,,0,0,tr_ga012,,0,,,,,,,,,,0,1036,,,,,,,,,,1301204
0,0,1004,,,,,,,,,,0,0,tr_ga012,,0,,,,,,,,,,0,1038,,,,,,,,,,1301205
0,0,1004,,,,,,,,,,0,0,tr_ga012,,0,,,,,,,,,,0,1040,,,,,,,,,,1301206
0,0,1004,,,,,,,,,,0,0,tr_ga012,,0,,,,,,,,,,0,1042,,,,,,,,,,1301207
0,0,1004,,,,,,,,,,0,0,tr_ga012,,0,,,,,,,,,,0,1044,,,,,,,,,,1301208
0,0,1004,,,,,,,,,,0,0,tr_ga012,,0,,,,,,,,,,0,1047,,,,,,,,,,1301209
0,0,1004,,,,,,,,,,0,0,tr_ga012,,0,,,,,,,,,,0,1050,,,,,,,,,,1301210
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1080,,1080,,,,,,,,13012101
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1082,,1082,,,,,,,,13012102
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1084,,1084,,,,,,,,13012103
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1086,,1086,,,,,,,,13012104
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1088,,1088,,,,,,,,13012105
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1090,,1090,,,,,,,,13012106
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1092,,1092,,,,,,,,13012107
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1094,,1094,,,,,,,,13012108
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1097,,1097,,,,,,,,13012109
0,0,1004,,1005,,,,,,,,0,0,tr_ga012_m,,0,,0,,,,,,,,0,1100,,1100,,,,,,,,13012110
0,0,,,,,,,,,,,0,0,tr_ga013,,,,,,,,,,,,0,,,,,,,,,,,1301301
0,0,,,,,,,,,,,0,0,tr_ga013,,,,,,,,,,,,0,,,,,,,,,,,1301302
0,0,,,,,,,,,,,0,0,tr_ga013,,,,,,,,,,,,0,,,,,,,,,,,1301303
0,0,,,,,,,,,,,0,0,tr_ga013,,,,,,,,,,,,0,,,,,,,,,,,1301304
0,0,,,,,,,,,,,0,0,tr_ga013,,,,,,,,,,,,0,,,,,,,,,,,1301305
0,0,,,,,,,,,,,0,0,tr_ga013,,,,,,,,,,,,0,,,,,,,,,,,1301306
0,0,,,,,,,,,,,0,0,tr_ga013,,,,,,,,,,,,0,,,,,,,,,,,1301307
0,0,,,,,,,,,,,0,0,tr_ga013,,,,,,,,,,,,0,,,,,,,,,,,1301308
0,0,,,,,,,,,,,0,0,tr_ga013,,,,,,,,,,,,0,,,,,,,,,,,1301309
0,0,,,,,,,,,,,0,0,tr_ga013,,,,,,,,,,,,0,,,,,,,,,,,1301310
0,0,,,,,,,,,,,0,0,tr_ga014,,,,,,,,,,,,0,,,,,,,,,,,1301401
0,0,,,,,,,,,,,0,0,tr_ga014,,,,,,,,,,,,0,,,,,,,,,,,1301402
0,0,,,,,,,,,,,0,0,tr_ga014,,,,,,,,,,,,0,,,,,,,,,,,1301403
0,0,,,,,,,,,,,0,0,tr_ga014,,,,,,,,,,,,0,,,,,,,,,,,1301404
0,0,,,,,,,,,,,0,0,tr_ga014,,,,,,,,,,,,0,,,,,,,,,,,1301405
0,0,,,,,,,,,,,0,0,tr_ga014,,,,,,,,,,,,0,,,,,,,,,,,1301406
0,0,,,,,,,,,,,0,0,tr_ga014,,,,,,,,,,,,0,,,,,,,,,,,1301407
0,0,,,,,,,,,,,0,0,tr_ga014,,,,,,,,,,,,0,,,,,,,,,,,1301408
0,0,,,,,,,,,,,0,0,tr_ga014,,,,,,,,,,,,0,,,,,,,,,,,1301409
0,0,,,,,,,,,,,0,0,tr_ga014,,,,,,,,,,,,0,,,,,,,,,,,1301410
0,0,,,,,,,,,,,0,0,tr_ga015,,,,,,,,,,,,0,,,,,,,,,,,1301501
0,0,,,,,,,,,,,0,0,tr_ga015,,,,,,,,,,,,0,,,,,,,,,,,1301502
0,0,,,,,,,,,,,0,0,tr_ga015,,,,,,,,,,,,0,,,,,,,,,,,1301503
0,0,,,,,,,,,,,0,0,tr_ga015,,,,,,,,,,,,0,,,,,,,,,,,1301504
0,0,,,,,,,,,,,0,0,tr_ga015,,,,,,,,,,,,0,,,,,,,,,,,1301505
0,0,,,,,,,,,,,0,0,tr_ga015,,,,,,,,,,,,0,,,,,,,,,,,1301506
0,0,,,,,,,,,,,0,0,tr_ga015,,,,,,,,,,,,0,,,,,,,,,,,1301507
0,0,,,,,,,,,,,0,0,tr_ga015,,,,,,,,,,,,0,,,,,,,,,,,1301508
0,0,,,,,,,,,,,0,0,tr_ga015,,,,,,,,,,,,0,,,,,,,,,,,1301509
0,0,,,,,,,,,,,0,0,tr_ga015,,,,,,,,,,,,0,,,,,,,,,,,1301510
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,500,,,,,,,,,,13016001
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,520,,,,,,,,,,13016002
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,540,,,,,,,,,,13016003
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,560,,,,,,,,,,13016004
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,580,,,,,,,,,,13016005
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,600,,,,,,,,,,13016006
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,620,,,,,,,,,,13016007
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,640,,,,,,,,,,13016008
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,670,,,,,,,,,,13016009
0,0,1066,,,,,,,,,,0,0,tr_ga016,,552,,,,,,,,,,0,20,,,,,,,,,,1301601
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,700,,,,,,,,,,13016010
0,0,1066,,,,,,,,,,0,0,tr_ga016,,552,,,,,,,,,,0,21,,,,,,,,,,1301602
0,0,1066,,,,,,,,,,0,0,tr_ga016,,552,,,,,,,,,,0,22,,,,,,,,,,1301603
0,0,1066,,,,,,,,,,0,0,tr_ga016,,552,,,,,,,,,,0,23,,,,,,,,,,1301604
0,0,1066,,,,,,,,,,0,0,tr_ga016,,552,,,,,,,,,,0,24,,,,,,,,,,1301605
0,0,1066,,,,,,,,,,0,0,tr_ga016,,552,,,,,,,,,,0,25,,,,,,,,,,1301606
0,0,1066,,,,,,,,,,0,0,tr_ga016,,552,,,,,,,,,,0,26,,,,,,,,,,1301607
0,0,1066,,,,,,,,,,0,0,tr_ga016,,552,,,,,,,,,,0,27,,,,,,,,,,1301608
0,0,1066,,,,,,,,,,0,0,tr_ga016,,552,,,,,,,,,,0,28,,,,,,,,,,1301609
0,0,1066,,,,,,,,,,0,0,tr_ga016,,552,,,,,,,,,,0,30,,,,,,,,,,1301610
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,700,,,,,,,,,,13016101
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,730,,,,,,,,,,13016102
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,760,,,,,,,,,,13016103
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,790,,,,,,,,,,13016104
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,820,,,,,,,,,,13016105
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,850,,,,,,,,,,13016106
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,880,,,,,,,,,,13016107
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,910,,,,,,,,,,13016108
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,950,,,,,,,,,,13016109
0,0,1066,,,,,,,,,,0,0,tr_ga016_m,,552,,,,,,,,,,0,1000,,,,,,,,,,13016110
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1050,,,,,,,,,,13017001
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1053,,,,,,,,,,13017002
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1056,,,,,,,,,,13017003
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1059,,,,,,,,,,13017004
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1062,,,,,,,,,,13017005
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1065,,,,,,,,,,13017006
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1068,,,,,,,,,,13017007
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1072,,,,,,,,,,13017008
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1076,,,,,,,,,,13017009
0,0,1005,,,,,,,,,,0,0,tr_ga017,,0,,,,,,,,,,0,1020,,,,,,,,,,1301701
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1080,,,,,,,,,,13017010
0,0,1005,,,,,,,,,,0,0,tr_ga017,,0,,,,,,,,,,0,1025,,,,,,,,,,1301702
0,0,1005,,,,,,,,,,0,0,tr_ga017,,0,,,,,,,,,,0,1030,,,,,,,,,,1301703
0,0,1005,,,,,,,,,,0,0,tr_ga017,,0,,,,,,,,,,0,1035,,,,,,,,,,1301704
0,0,1005,,,,,,,,,,0,0,tr_ga017,,0,,,,,,,,,,0,1040,,,,,,,,,,1301705
0,0,1005,,,,,,,,,,0,0,tr_ga017,,0,,,,,,,,,,0,1045,,,,,,,,,,1301706
0,0,1005,,,,,,,,,,0,0,tr_ga017,,0,,,,,,,,,,0,1050,,,,,,,,,,1301707
0,0,1005,,,,,,,,,,0,0,tr_ga017,,0,,,,,,,,,,0,1055,,,,,,,,,,1301708
0,0,1005,,,,,,,,,,0,0,tr_ga017,,0,,,,,,,,,,0,1060,,,,,,,,,,1301709
0,0,1005,,,,,,,,,,0,0,tr_ga017,,0,,,,,,,,,,0,1070,,,,,,,,,,1301710
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1070,,,,,,,,,,13017101
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1073,,,,,,,,,,13017102
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1076,,,,,,,,,,13017103
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1079,,,,,,,,,,13017104
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1082,,,,,,,,,,13017105
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1085,,,,,,,,,,13017106
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1088,,,,,,,,,,13017107
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1092,,,,,,,,,,13017108
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1096,,,,,,,,,,13017109
0,0,1005,,,,,,,,,,0,0,tr_ga017_m,,0,,,,,,,,,,0,1100,,,,,,,,,,13017110
0,0,1066,,1151,,,,,,,,0,0,tr_ga018_m,,503,,1,,,,,,,,0,200,,200,,,,,,,,13018001
0,0,1066,,1151,,,,,,,,0,0,tr_ga018_m,,503,,1,,,,,,,,0,230,,230,,,,,,,,13018002
0,0,1066,,1151,,,,,,,,0,0,tr_ga018_m,,503,,1,,,,,,,,0,260,,260,,,,,,,,13018003
0,0,1066,,1151,,,,,,,,0,0,tr_ga018_m,,503,,1,,,,,,,,0,290,,290,,,,,,,,13018004
0,0,1066,,1151,,,,,,,,0,0,tr_ga018_m,,503,,1,,,,,,,,0,320,,320,,,,,,,,13018005
0,0,1066,,1151,,,,,,,,0,0,tr_ga018_m,,503,,1,,,,,,,,0,350,,350,,,,,,,,13018006
0,0,1066,,1151,,,,,,,,0,0,tr_ga018_m,,503,,1,,,,,,,,0,380,,380,,,,,,,,13018007
0,0,1066,,1151,,,,,,,,0,0,tr_ga018_m,,503,,1,,,,,,,,0,410,,410,,,,,,,,13018008
0,0,1066,,1151,,,,,,,,0,0,tr_ga018_m,,503,,1,,,,,,,,0,440,,440,,,,,,,,13018009
0,0,1066,,1151,,,,,,,,0,0,tr_ga018,,503,,1,,,,,,,,0,20,,20,,,,,,,,1301801
0,0,1066,,1151,,,,,,,,0,0,tr_ga018_m,,503,,1,,,,,,,,0,500,,500,,,,,,,,13018010
0,0,1066,,1151,,,,,,,,0,0,tr_ga018,,503,,1,,,,,,,,0,25,,25,,,,,,,,1301802
0,0,1066,,1151,,,,,,,,0,0,tr_ga018,,503,,1,,,,,,,,0,30,,30,,,,,,,,1301803
0,0,1066,,1151,,,,,,,,0,0,tr_ga018,,503,,1,,,,,,,,0,35,,35,,,,,,,,1301804
0,0,1066,,1151,,,,,,,,0,0,tr_ga018,,503,,1,,,,,,,,0,40,,40,,,,,,,,1301805
0,0,1066,,1151,,,,,,,,0,0,tr_ga018,,503,,1,,,,,,,,0,45,,45,,,,,,,,1301806
