action,comment,condition,episode_seq,finish,ice_tower_mission_order,ice_tower_stage,increment,is_reward_mail,operator,quest_category,quest_status,quest_type,resouce_key_string,reward_qty,reward_seq,reward_type,start,_key
AFTER_PLAY,"[코인모아 태산]
200만 코인 획득하기",after(303704),3,2000000,,,#earnedCoin,,ADD,0,1,NORMAL,accrue,5000,,C,0,303705
AFTER_PLAY,"[코인모아 태산]
500만 코인 획득하기",after(303705),3,5000000,,,#earnedCoin,,ADD,0,1,NORMAL,accrue,6000,,C,0,303706
AFTER_PLAY,"[코인모아 태산]
1500만 코인 획득하기",after(303700),3,15000000,,,#earnedCoin,,ADD,0,1,NORMAL,accrue,1,853,S,questCounter(303700),303708
AFTER_PLAY,"[엄청 엄청난 점수다]
점수 50억점 획득하기",after(303807),3,5000000000,,,#score,,ADD,0,1,NORMAL,accrue,1,,G,0,303800
AFTER_PLAY,"[엄청 엄청난 점수다]
점수 1000만점 획득하기",,3,10000000,,,#score,,ADD,0,1,NORMAL,accrue,2000,,C,0,303801
AFTER_PLAY,"[엄청 엄청난 점수다]
점수 5000만점 획득하기",after(303801),3,50000000,,,#score,,ADD,0,1,NORMAL,accrue,2000,,C,0,303802
AFTER_PLAY,"[엄청 엄청난 점수다]
점수 1억점 획득하기",after(303802),3,100000000,,,#score,,ADD,0,1,NORMAL,accrue,1,215,S,0,303803
AFTER_PLAY,"[엄청 엄청난 점수다]
점수 2억점 획득하기",after(303803),3,200000000,,,#score,,ADD,0,1,NORMAL,accrue,2000,,C,0,303804
AFTER_PLAY,"[엄청 엄청난 점수다]
점수 5억점 획득하기",after(303804),3,500000000,,,#score,,ADD,0,1,NORMAL,accrue,2000,,C,0,303805
AFTER_PLAY,"[엄청 엄청난 점수다]
점수 10억점 획득하기",after(303805),3,1000000000,,,#score,,ADD,0,1,NORMAL,accrue,1,853,S,0,303806
AFTER_PLAY,"[엄청 엄청난 점수다]
점수 20억점 획득하기",after(303806),3,2000000000,,,#score,,ADD,0,1,NORMAL,accrue,2000,,C,0,303807
AFTER_PLAY,"[엄청 엄청난 점수다]
점수 100억점 획득하기",after(303800),3,10000000000,,,#score,,ADD,0,1,NORMAL,accrue,1,853,S,questCounter(303800),303809
AFTER_PLAY,"[연륜이 느껴져]
경험치 1000000 획득하기",after(303906),3,1000000,,,#earnedExp,,ADD,0,1,NORMAL,accrue,1,,G,0,303900
AFTER_PLAY,"[연륜이 느껴져]
경험치 10000 획득하기",,3,10000,,,#earnedExp,,ADD,0,1,NORMAL,accrue,1000,,C,0,303901
AFTER_PLAY,"[연륜이 느껴져]
경험치 20000 획득하기",after(303901),3,20000,,,#earnedExp,,ADD,0,1,NORMAL,accrue,3,213,S,0,303902
AFTER_PLAY,"[연륜이 느껴져]
경험치 40000 획득하기",after(303902),3,40000,,,#earnedExp,,ADD,0,1,NORMAL,accrue,3000,,C,0,303903
AFTER_PLAY,"[연륜이 느껴져]
경험치 80000 획득하기",after(303903),3,80000,,,#earnedExp,,ADD,0,1,NORMAL,accrue,4000,,C,0,303904
AFTER_PLAY,"[연륜이 느껴져]
경험치 150000 획득하기",after(303904),3,150000,,,#earnedExp,,ADD,0,1,NORMAL,accrue,1,215,S,0,303905
AFTER_PLAY,"[연륜이 느껴져]
경험치 300000 획득하기",after(303905),3,300000,,,#earnedExp,,ADD,0,1,NORMAL,accrue,6000,,C,0,303906
AFTER_PLAY,"[연륜이 느껴져]
경험치 1500000 획득하기",after(303900),3,1500000,,,#earnedExp,,ADD,0,1,NORMAL,accrue,1,853,S,questCounter(303900),303908
UPGRADE_TREASURE,"[전설의 강화왕]
강화 20번 성공하기",after(303) AND #success,0,20,,,1,,ADD,0,1,NORMAL,accrue,2000,,C,0,304
UPGRADE_TREASURE,"[전설의 강화왕]
강화 30번 성공하기",after(304) AND #success,0,30,,,1,,ADD,0,1,NORMAL,accrue,2500,,C,0,305
UPGRADE_TREASURE,"[전설의 강화왕]
강화 40번 성공하기",after(305) AND #success,0,40,,,1,,ADD,0,1,NORMAL,accrue,3000,,C,0,306
UPGRADE_TREASURE,"[전설의 강화왕]
강화 50번 성공하기",after(306) AND #success,0,50,,,1,,ADD,0,1,NORMAL,accrue,3500,,C,0,307
UPGRADE_TREASURE,"[전설의 강화왕]
강화 60번 성공하기",after(307) AND #success,0,60,,,1,,ADD,0,1,NORMAL,accrue,4000,,C,0,308
UPGRADE_TREASURE,"[전설의 강화왕]
강화 80번 성공하기",after(308) AND #success,0,80,,,1,,ADD,0,1,NORMAL,accrue,4500,,C,0,309
UPGRADE_TREASURE,"[실패해도 괜찮아]
강화 100번 실패하기",after(409) AND !#success,0,100,,,1,,ADD,0,1,NORMAL,accrue,1,,G,0,400
NONE,"잠금해제조건 : 에피소드 3 '용의 협곡' 의 
에피소드 업적 50개 달성하기 (공통업적 제외)",,4,50,,,episodeCountRewardedQuests(3),,SET,0,1,UNLOCK,special,20,,G,0,400000
AFTER_PLAY,"[점프왕]
점프 5000번 하기",questIsRewarded(400109),4,5000,,,#totalJump,,MAX,0,1,NORMAL,1play,1,,G,0,400100
AFTER_PLAY,"[점프왕]
점프 100번 하기",,4,100,,,#totalJump,,MAX,0,1,NORMAL,1play,1,853,S,0,400101
AFTER_PLAY,"[점프왕]
점프 200번 하기",questIsRewarded(400101),4,200,,,#totalJump,,MAX,0,1,NORMAL,1play,1000,,C,0,400102
AFTER_PLAY,"[점프왕]
점프 500번 하기",questIsRewarded(400102),4,500,,,#totalJump,,MAX,0,1,NORMAL,1play,2,213,S,0,400103
AFTER_PLAY,"[점프왕]
점프 1000번 하기",questIsRewarded(400103),4,1000,,,#totalJump,,MAX,0,1,NORMAL,1play,3000,,C,0,400104
AFTER_PLAY,"[점프왕]
점프 1500번 하기",questIsRewarded(400104),4,1500,,,#totalJump,,MAX,0,1,NORMAL,1play,2500,,C,0,400105
AFTER_PLAY,"[점프왕]
점프 2000번 하기",questIsRewarded(400105),4,2000,,,#totalJump,,MAX,0,1,NORMAL,1play,3000,,C,0,400106
AFTER_PLAY,"[점프왕]
점프 2500번 하기",questIsRewarded(400106),4,2500,,,#totalJump,,MAX,0,1,NORMAL,1play,3500,,C,0,400107
AFTER_PLAY,"[점프왕]
점프 3000번 하기",questIsRewarded(400107),4,3000,,,#totalJump,,MAX,0,1,NORMAL,1play,1,215,S,0,400108
AFTER_PLAY,"[점프왕]
점프 4000번 하기",questIsRewarded(400108),4,4000,,,#totalJump,,MAX,0,1,NORMAL,1play,4500,,C,0,400109
AFTER_PLAY,"[쩜프왕]
2단 점프 5000번 하기",questIsRewarded(400209),4,5000,,,#doubleJump,,MAX,0,1,NORMAL,1play,1,,G,0,400200
AFTER_PLAY,"[쩜프왕]
2단 점프 100번 하기",,4,100,,,#doubleJump,,MAX,0,1,NORMAL,1play,500,,C,0,400201
AFTER_PLAY,"[쩜프왕]
2단 점프 200번 하기",questIsRewarded(400201),4,200,,,#doubleJump,,MAX,0,1,NORMAL,1play,2,213,S,0,400202
AFTER_PLAY,"[쩜프왕]
2단 점프 500번 하기",questIsRewarded(400202),4,500,,,#doubleJump,,MAX,0,1,NORMAL,1play,1500,,C,0,400203
AFTER_PLAY,"[쩜프왕]
2단 점프 1000번 하기",questIsRewarded(400203),4,1000,,,#doubleJump,,MAX,0,1,NORMAL,1play,3000,,C,0,400204
AFTER_PLAY,"[쩜프왕]
2단 점프 1500번 하기",questIsRewarded(400204),4,1500,,,#doubleJump,,MAX,0,1,NORMAL,1play,2500,,C,0,400205
AFTER_PLAY,"[쩜프왕]
2단 점프 2000번 하기",questIsRewarded(400205),4,2000,,,#doubleJump,,MAX,0,1,NORMAL,1play,3000,,C,0,400206
AFTER_PLAY,"[쩜프왕]
2단 점프 2500번 하기",questIsRewarded(400206),4,2500,,,#doubleJump,,MAX,0,1,NORMAL,1play,1,215,S,0,400207
AFTER_PLAY,"[쩜프왕]
2단 점프 3000번 하기",questIsRewarded(400207),4,3000,,,#doubleJump,,MAX,0,1,NORMAL,1play,4000,,C,0,400208
AFTER_PLAY,"[쩜프왕]
2단 점프 4000번 하기",questIsRewarded(400208),4,4000,,,#doubleJump,,MAX,0,1,NORMAL,1play,4500,,C,0,400209
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 500초 동안 하기",questIsRewarded(400309),4,500,,,#slideTime,,MAX,0,1,NORMAL,1play,1,,G,0,400300
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 25초 동안 하기",,4,25,,,#slideTime,,MAX,0,1,NORMAL,1play,500,,C,0,400301
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 50초 동안 하기",questIsRewarded(400301),4,50,,,#slideTime,,MAX,0,1,NORMAL,1play,1000,,C,0,400302
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 100초 동안 하기",questIsRewarded(400302),4,100,,,#slideTime,,MAX,0,1,NORMAL,1play,1500,,C,0,400303
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 150초 동안 하기",questIsRewarded(400303),4,150,,,#slideTime,,MAX,0,1,NORMAL,1play,3000,,C,0,400304
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 200초 동안 하기",questIsRewarded(400304),4,200,,,#slideTime,,MAX,0,1,NORMAL,1play,2500,,C,0,400305
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 250초 동안 하기",questIsRewarded(400305),4,250,,,#slideTime,,MAX,0,1,NORMAL,1play,3,213,S,0,400306
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 300초 동안 하기",questIsRewarded(400306),4,300,,,#slideTime,,MAX,0,1,NORMAL,1play,3500,,C,0,400307
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 350초 동안 하기",questIsRewarded(400307),4,350,,,#slideTime,,MAX,0,1,NORMAL,1play,4000,,C,0,400308
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 400초 동안 하기",questIsRewarded(400308),4,400,,,#slideTime,,MAX,0,1,NORMAL,1play,1,215,S,0,400309
AFTER_PLAY,"[젤리젤리냠냠]
젤리 50000개 먹기",questIsRewarded(400409),4,50000,,,#jellyCount,,MAX,0,1,NORMAL,1play,1,,G,0,400400
AFTER_PLAY,"[젤리젤리냠냠]
젤리 1000개 먹기",,4,1000,,,#jellyCount,,MAX,0,1,NORMAL,1play,500,,C,0,400401
AFTER_PLAY,"[젤리젤리냠냠]
젤리 2000개 먹기",questIsRewarded(400401),4,2000,,,#jellyCount,,MAX,0,1,NORMAL,1play,1000,,C,0,400402
AFTER_PLAY,"[젤리젤리냠냠]
젤리 5000개 먹기",questIsRewarded(400402),4,5000,,,#jellyCount,,MAX,0,1,NORMAL,1play,1500,,C,0,400403
AFTER_PLAY,"[젤리젤리냠냠]
젤리 10000개 먹기",questIsRewarded(400403),4,10000,,,#jellyCount,,MAX,0,1,NORMAL,1play,3000,,C,0,400404
AFTER_PLAY,"[젤리젤리냠냠]
젤리 15000개 먹기",questIsRewarded(400404),4,15000,,,#jellyCount,,MAX,0,1,NORMAL,1play,3,213,S,0,400405
AFTER_PLAY,"[젤리젤리냠냠]
젤리 20000개 먹기",questIsRewarded(400405),4,20000,,,#jellyCount,,MAX,0,1,NORMAL,1play,3000,,C,0,400406
AFTER_PLAY,"[젤리젤리냠냠]
젤리 25000개 먹기",questIsRewarded(400406),4,25000,,,#jellyCount,,MAX,0,1,NORMAL,1play,1,215,S,0,400407
AFTER_PLAY,"[젤리젤리냠냠]
젤리 30000개 먹기",questIsRewarded(400407),4,30000,,,#jellyCount,,MAX,0,1,NORMAL,1play,4000,,C,0,400408
AFTER_PLAY,"[젤리젤리냠냠]
젤리 40000개 먹기",questIsRewarded(400408),4,40000,,,#jellyCount,,MAX,0,1,NORMAL,1play,4500,,C,0,400409
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 25000개 먹기",questIsRewarded(400509),4,25000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,1,,G,0,400500
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 500개 먹기",,4,500,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,500,,C,0,400501
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 1000개 먹기",questIsRewarded(400501),4,1000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,1000,,C,0,400502
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 2000개 먹기",questIsRewarded(400502),4,2000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,1500,,C,0,400503
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 3000개 먹기",questIsRewarded(400503),4,3000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,400504
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 4000개 먹기",questIsRewarded(400504),4,4000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,2500,,C,0,400505
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 8000개 먹기",questIsRewarded(400505),4,8000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,3,213,S,0,400506
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 12000개 먹기",questIsRewarded(400506),4,12000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,3500,,C,0,400507
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 16000개 먹기",questIsRewarded(400507),4,16000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,4000,,C,0,400508
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 20000개 먹기",questIsRewarded(400508),4,20000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,1,215,S,0,400509
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 10000개 먹기",questIsRewarded(400609),4,10000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,1,,G,0,400600
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 500개 먹기",,4,500,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,500,,C,0,400601
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 1000개 먹기",questIsRewarded(400601),4,1000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,1000,,C,0,400602
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 1500개 먹기",questIsRewarded(400602),4,1500,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,2,213,S,0,400603
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 2000개 먹기",questIsRewarded(400603),4,2000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,400604
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 2500개 먹기",questIsRewarded(400604),4,2500,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,2500,,C,0,400605
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 3000개 먹기",questIsRewarded(400605),4,3000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,400606
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 5000개 먹기",questIsRewarded(400606),4,5000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,3500,,C,0,400607
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 6000개 먹기",questIsRewarded(400607),4,6000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,1,215,S,0,400608
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 8000개 먹기",questIsRewarded(400608),4,8000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,4500,,C,0,400609
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 500개 먹기",questIsRewarded(400709),4,500,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,1,,G,0,400700
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 10개 먹기",,4,10,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,500,,C,0,400701
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 30개 먹기",questIsRewarded(400701),4,30,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,1000,,C,0,400702
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 50개 먹기",questIsRewarded(400702),4,50,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,1500,,C,0,400703
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 70개 먹기",questIsRewarded(400703),4,70,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,400704
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 100개 먹기",questIsRewarded(400704),4,100,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,3,213,S,0,400705
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 150개 먹기",questIsRewarded(400705),4,150,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,400706
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 200개 먹기",questIsRewarded(400706),4,200,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,3500,,C,0,400707
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 300개 먹기",questIsRewarded(400707),4,300,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,1,215,S,0,400708
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 400개 먹기",questIsRewarded(400708),4,400,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,4500,,C,0,400709
AFTER_PLAY,"[장애물 파괴자]
장애물 5000개 파괴하기",questIsRewarded(400809),4,5000,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,1,,G,0,400800
AFTER_PLAY,"[장애물 파괴자]
장애물 100개 파괴하기",,4,100,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,500,,C,0,400801
AFTER_PLAY,"[장애물 파괴자]
장애물 200개 파괴하기",questIsRewarded(400801),4,200,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,2,213,S,0,400802
AFTER_PLAY,"[장애물 파괴자]
장애물 400개 파괴하기",questIsRewarded(400802),4,400,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,1500,,C,0,400803
AFTER_PLAY,"[장애물 파괴자]
장애물 700개 파괴하기",questIsRewarded(400803),4,700,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,3000,,C,0,400804
AFTER_PLAY,"[장애물 파괴자]
장애물 1000개 파괴하기",questIsRewarded(400804),4,1000,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,2500,,C,0,400805
AFTER_PLAY,"[장애물 파괴자]
장애물 1500개 파괴하기",questIsRewarded(400805),4,1500,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,3,213,S,0,400806
AFTER_PLAY,"[장애물 파괴자]
장애물 2000개 파괴하기",questIsRewarded(400806),4,2000,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,3500,,C,0,400807
AFTER_PLAY,"[장애물 파괴자]
장애물 3000개 파괴하기",questIsRewarded(400807),4,3000,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,1,215,S,0,400808
AFTER_PLAY,"[장애물 파괴자]
장애물 4000개 파괴하기",questIsRewarded(400808),4,4000,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,4500,,C,0,400809
AFTER_PLAY,"[존재감 제로]
장애물 5000개 통과하기",questIsRewarded(400909),4,5000,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,1,,G,0,400900
AFTER_PLAY,"[존재감 제로]
장애물 100개 통과하기",,4,100,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,500,,C,0,400901
AFTER_PLAY,"[존재감 제로]
장애물 200개 통과하기",questIsRewarded(400901),4,200,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,1000,,C,0,400902
AFTER_PLAY,"[존재감 제로]
장애물 400개 통과하기",questIsRewarded(400902),4,400,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,2,213,S,0,400903
AFTER_PLAY,"[존재감 제로]
장애물 700개 통과하기",questIsRewarded(400903),4,700,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,3000,,C,0,400904
AFTER_PLAY,"[존재감 제로]
장애물 1000개 통과하기",questIsRewarded(400904),4,1000,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,2500,,C,0,400905
AFTER_PLAY,"[존재감 제로]
장애물 1500개 통과하기",questIsRewarded(400905),4,1500,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,3000,,C,0,400906
AFTER_PLAY,"[존재감 제로]
장애물 2000개 통과하기",questIsRewarded(400906),4,2000,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,1,215,S,0,400907
AFTER_PLAY,"[존재감 제로]
장애물 3000개 통과하기",questIsRewarded(400907),4,3000,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,4000,,C,0,400908
AFTER_PLAY,"[존재감 제로]
장애물 4000개 통과하기",questIsRewarded(400908),4,4000,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,4500,,C,0,400909
UPGRADE_TREASURE,"[실패해도 괜찮아]
강화 5번 실패하기",!#success,0,5,,,1,,ADD,0,1,NORMAL,accrue,1,,G,0,401
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 60번 부딪히기",questIsRewarded(401009),4,60,,,#collision,,MAX,0,1,NORMAL,1play,1,,G,0,401000
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 2번 부딪히기",,4,2,,,#collision,,MAX,0,1,NORMAL,1play,500,,C,0,401001
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 4번 부딪히기",questIsRewarded(401001),4,4,,,#collision,,MAX,0,1,NORMAL,1play,1000,,C,0,401002
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 7번 부딪히기",questIsRewarded(401002),4,7,,,#collision,,MAX,0,1,NORMAL,1play,1500,,C,0,401003
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 10번 부딪히기",questIsRewarded(401003),4,10,,,#collision,,MAX,0,1,NORMAL,1play,3000,,C,0,401004
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 15번 부딪히기",questIsRewarded(401004),4,15,,,#collision,,MAX,0,1,NORMAL,1play,2500,,C,0,401005
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 20번 부딪히기",questIsRewarded(401005),4,20,,,#collision,,MAX,0,1,NORMAL,1play,3,213,S,0,401006
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 30번 부딪히기",questIsRewarded(401006),4,30,,,#collision,,MAX,0,1,NORMAL,1play,3500,,C,0,401007
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 40번 부딪히기",questIsRewarded(401007),4,40,,,#collision,,MAX,0,1,NORMAL,1play,4000,,C,0,401008
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 50번 부딪히기",questIsRewarded(401008),4,50,,,#collision,,MAX,0,1,NORMAL,1play,1,215,S,0,401009
AFTER_PLAY,"[번지왕]
구멍에 50번 빠지기",questIsRewarded(401109),4,50,,,#fallToHole,,MAX,0,1,NORMAL,1play,1,,G,0,401100
AFTER_PLAY,"[번지왕]
구멍에 3번 빠지기",,4,3,,,#fallToHole,,MAX,0,1,NORMAL,1play,500,,C,0,401101
AFTER_PLAY,"[번지왕]
구멍에 6번 빠지기",questIsRewarded(401101),4,6,,,#fallToHole,,MAX,0,1,NORMAL,1play,1000,,C,0,401102
AFTER_PLAY,"[번지왕]
구멍에 10번 빠지기",questIsRewarded(401102),4,10,,,#fallToHole,,MAX,0,1,NORMAL,1play,1500,,C,0,401103
AFTER_PLAY,"[번지왕]
구멍에 15번 빠지기",questIsRewarded(401103),4,15,,,#fallToHole,,MAX,0,1,NORMAL,1play,3000,,C,0,401104
AFTER_PLAY,"[번지왕]
구멍에 20번 빠지기",questIsRewarded(401104),4,20,,,#fallToHole,,MAX,0,1,NORMAL,1play,3,213,S,0,401105
AFTER_PLAY,"[번지왕]
구멍에 25번 빠지기",questIsRewarded(401105),4,25,,,#fallToHole,,MAX,0,1,NORMAL,1play,3000,,C,0,401106
AFTER_PLAY,"[번지왕]
구멍에 30번 빠지기",questIsRewarded(401106),4,30,,,#fallToHole,,MAX,0,1,NORMAL,1play,1,215,S,0,401107
AFTER_PLAY,"[번지왕]
구멍에 35번 빠지기",questIsRewarded(401107),4,35,,,#fallToHole,,MAX,0,1,NORMAL,1play,4000,,C,0,401108
AFTER_PLAY,"[번지왕]
구멍에 40번 빠지기",questIsRewarded(401108),4,40,,,#fallToHole,,MAX,0,1,NORMAL,1play,4500,,C,0,401109
AFTER_PLAY,"[오르락내리락]
보너스타임에 50번 가기",questIsRewarded(401209),4,50,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,1,,G,0,401200
AFTER_PLAY,"[오르락내리락]
보너스타임에 3번 가기",,4,3,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,500,,C,0,401201
AFTER_PLAY,"[오르락내리락]
보너스타임에 6번 가기",questIsRewarded(401201),4,6,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,1000,,C,0,401202
AFTER_PLAY,"[오르락내리락]
보너스타임에 10번 가기",questIsRewarded(401202),4,10,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,2,213,S,0,401203
AFTER_PLAY,"[오르락내리락]
보너스타임에 15번 가기",questIsRewarded(401203),4,15,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,3000,,C,0,401204
AFTER_PLAY,"[오르락내리락]
보너스타임에 20번 가기",questIsRewarded(401204),4,20,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,2500,,C,0,401205
AFTER_PLAY,"[오르락내리락]
보너스타임에 25번 가기",questIsRewarded(401205),4,25,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,3000,,C,0,401206
AFTER_PLAY,"[오르락내리락]
보너스타임에 30번 가기",questIsRewarded(401206),4,30,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,3500,,C,0,401207
AFTER_PLAY,"[오르락내리락]
보너스타임에 35번 가기",questIsRewarded(401207),4,35,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,1,215,S,0,401208
AFTER_PLAY,"[오르락내리락]
보너스타임에 40번 가기",questIsRewarded(401208),4,40,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,4500,,C,0,401209
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 500초 동안 있기",questIsRewarded(401309),4,500,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,1,,G,0,401300
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 25초 동안 있기",,4,25,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,500,,C,0,401301
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 50초 동안 있기",questIsRewarded(401301),4,50,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,1000,,C,0,401302
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 100초 동안 있기",questIsRewarded(401302),4,100,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,1500,,C,0,401303
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 150초 동안 있기",questIsRewarded(401303),4,150,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,3000,,C,0,401304
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 200초 동안 있기",questIsRewarded(401304),4,200,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,2500,,C,0,401305
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 250초 동안 있기",questIsRewarded(401305),4,250,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,3,213,S,0,401306
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 300초 동안 있기",questIsRewarded(401306),4,300,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,3500,,C,0,401307
