action,comment,condition,episode_seq,finish,game_statistics_category,game_statistics_index,game_statistics_plist,game_statistics_sprite,ice_tower_mission_order,ice_tower_stage,increment,nomal_quest_type,operator,quest_category,quest_status,quest_type,resouce_key_string,reward_qty,reward_seq,reward_type,start,_key
AFTER_PLAY,Gather 135 Colorful Star Jellies max,questIsFinished(50208701),502,135,2,1002,event_various_game.plist,event_game_goal_92.png,2,87,#jellyMagicStat_1002_GetCount,N,LESS,0,1,NORMAL,1play,12000,,C,0,50208702
AFTER_PLAY,Gather 150 Coins max,questIsFinished(50208702),502,150,0,22,event_various_game.plist,event_game_goal_60.png,3,87,#pureCoin,N,LESS,0,1,NORMAL,1play,2,80002,S,0,50208703
AFTER_PLAY,Crush 350 obstacles,,502,350,0,12,event_various_game.plist,event_game_goal_14.png,1,88,#destroyObstacle,N,SET,0,1,NORMAL,1play,1,1700301,S,0,50208801
AFTER_PLAY,Gather 900 Jellies,questIsFinished(50208801),502,900,0,6,event_various_game.plist,event_game_goal_09.png,2,88,#jellyCount,N,SET,0,1,NORMAL,1play,1,853,S,0,50208802
AFTER_PLAY,Crush 25 obstacles max,questIsFinished(50208802),502,25,0,12,event_various_game.plist,event_game_goal_70.png,3,88,#destroyObstacle,N,LESS,0,1,NORMAL,1play,50,,L,0,50208803
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,89,#PassedIceDoor,N,SET,0,1,NORMAL,1play,3,,K,0,50208901
AFTER_PLAY,Gather 440 Yellow Bear Jellies,questIsFinished(50208901),502,440,0,8,event_various_game.plist,event_game_goal_10.png,2,89,#yellowBearJelly,N,SET,0,1,NORMAL,1play,1,1700401,S,0,50208902
AFTER_PLAY,Pass through 220 obstacles,questIsFinished(50208902),502,220,0,13,event_various_game.plist,event_game_goal_15.png,3,89,#passThroughObstacle,N,SET,0,1,NORMAL,1play,5,,G,0,50208903
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,90,#PassedIceDoor,N,SET,0,1,NORMAL,1play,1,853,S,0,50209001
AFTER_PLAY,Gather 77 Winged Jellies,questIsFinished(50209001),502,77,2,1004,event_various_game.plist,event_game_goal_28.png,2,90,#jellyMagicStat_1004_GetCount,N,SET,0,1,NORMAL,1play,1,832,GPS,0,50209002
AFTER_PLAY,Gather 500 Frozen Bear Jellies,questIsFinished(50209002),502,500,1,506,event_various_game.plist,event_game_goal_86.png,3,90,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,1,80003,S,0,50209003
AFTER_PLAY,"Gather 1,350 Coins",,502,1350,0,22,event_various_game.plist,event_game_goal_02.png,1,91,#pureCoin,N,SET,0,1,NORMAL,1play,12000,,C,0,50209101
AFTER_PLAY,Slide and get up 183 times,questIsFinished(50209101),502,183,0,31,event_various_game.plist,event_game_goal_21.png,2,91,#slideUpCount,N,SET,0,1,NORMAL,1play,1,853,S,0,50209102
AFTER_PLAY,Crush 20 obstacles max,questIsFinished(50209102),502,20,0,12,event_various_game.plist,event_game_goal_70.png,3,91,#destroyObstacle,N,LESS,0,1,NORMAL,1play,1,80002,S,0,50209103
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,92,#PassedIceDoor,N,SET,0,1,NORMAL,1play,1,1700401,S,0,50209201
AFTER_PLAY,"Gather 1,800 Jellies",questIsFinished(50209201),502,1800,0,6,event_various_game.plist,event_game_goal_09.png,2,92,#jellyCount,N,SET,0,1,NORMAL,1play,13000,,C,0,50209202
AFTER_PLAY,Run into no obstacles,questIsFinished(50209202),502,0,0,14,event_various_game.plist,event_game_goal_72.png,3,92,#collision,N,LESS,0,1,NORMAL,1play,1,80003,S,0,50209203
AFTER_PLAY,Clear within 70 seconds,,502,70,0,19,event_various_game.plist,event_game_goal_64.png,1,93,#runningPlayTime,N,LESS,0,1,NORMAL,1play,1,1700501,S,0,50209301
AFTER_PLAY,Gather 780 Colorful Star Jellies,questIsFinished(50209301),502,780,2,1002,event_various_game.plist,event_game_goal_57.png,2,93,#jellyMagicStat_1002_GetCount,N,SET,0,1,NORMAL,1play,14000,,C,0,50209302
AFTER_PLAY,Gather 175 Bear Jellies,questIsFinished(50209302),502,175,0,7,event_various_game.plist,event_game_goal_48.png,3,93,#bearJelly,N,SET,0,1,NORMAL,1play,10,,K,0,50209303
AFTER_PLAY,Gather 730 Colorful Star Jellies,,502,730,2,1002,event_various_game.plist,event_game_goal_57.png,1,94,#jellyMagicStat_1002_GetCount,N,SET,0,1,NORMAL,1play,1,853,S,0,50209401
AFTER_PLAY,"Gather 1,830 Coins",questIsFinished(50209401),502,1830,0,22,event_various_game.plist,event_game_goal_02.png,2,94,#pureCoin,N,SET,0,1,NORMAL,1play,2,80002,S,0,50209402
AFTER_PLAY,Gather 137 Jellies max,questIsFinished(50209402),502,137,0,6,event_various_game.plist,event_game_goal_65.png,3,94,#jellyCount,N,LESS,0,1,NORMAL,1play,15000,,C,0,50209403
AFTER_PLAY,"Gather 1,120 Yellow Bear Jellies",,502,1120,0,8,event_various_game.plist,event_game_goal_10.png,1,95,#yellowBearJelly,N,SET,0,1,NORMAL,1play,3,,K,0,50209501
AFTER_PLAY,Gather 30 Giant Bear Jellies,questIsFinished(50209501),502,30,0,10,event_various_game.plist,event_game_goal_12.png,2,95,#kingBearJelly,N,SET,0,1,NORMAL,1play,5,,G,0,50209502
AFTER_PLAY,Gather 44 Yellow Bear Jellies max,questIsFinished(50209502),502,44,0,8,event_various_game.plist,event_game_goal_66.png,3,95,#yellowBearJelly,N,LESS,0,1,NORMAL,1play,3,80003,S,0,50209503
AFTER_PLAY,Gather 380 Yellow Bear Jellies,,502,380,0,8,event_various_game.plist,event_game_goal_10.png,1,96,#yellowBearJelly,N,SET,0,1,NORMAL,1play,1,1700501,S,0,50209601
AFTER_PLAY,Clear within 56 seconds,questIsFinished(50209601),502,56,0,19,event_various_game.plist,event_game_goal_64.png,2,96,#runningPlayTime,N,LESS,0,1,NORMAL,1play,15000,,C,0,50209602
AFTER_PLAY,Gather 890 Coins,questIsFinished(50209602),502,890,0,22,event_various_game.plist,event_game_goal_02.png,3,96,#pureCoin,N,SET,0,1,NORMAL,1play,5,,G,0,50209603
AFTER_PLAY,Fall into pits 5 times max,,502,5,0,16,event_various_game.plist,event_game_goal_74.png,1,97,#fallToHole,N,LESS,0,1,NORMAL,1play,3,,K,0,50209701
AFTER_PLAY,Gather 130 Alphabet Jellies,questIsFinished(50209701),502,130,0,45,event_various_game.plist,event_game_goal_32.png,2,97,#alphabetJellyCount,N,SET,0,1,NORMAL,1play,15000,,C,0,50209702
AFTER_PLAY,Gather 620 Pink Bear Jellies,questIsFinished(50209702),502,620,0,9,event_various_game.plist,event_game_goal_11.png,3,97,#pinkBearJelly,N,SET,0,1,NORMAL,1play,1,1700501,S,0,50209703
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,98,#PassedIceDoor,N,SET,0,1,NORMAL,1play,1,80003,S,0,50209801
AFTER_PLAY,Gather 300 Yellow Bear Jellies,questIsFinished(50209801),502,300,0,8,event_various_game.plist,event_game_goal_10.png,2,98,#yellowBearJelly,N,SET,0,1,NORMAL,1play,3,834,GPS,0,50209802
AFTER_PLAY,Gather 30 Giant Bear Jellies,questIsFinished(50209802),502,30,0,10,event_various_game.plist,event_game_goal_12.png,3,98,#kingBearJelly,N,SET,0,1,NORMAL,1play,10,,G,0,50209803
AFTER_PLAY,Gather 135 Winged Jellies,,502,135,2,1004,event_various_game.plist,event_game_goal_28.png,1,99,#jellyMagicStat_1004_GetCount,N,SET,0,1,NORMAL,1play,7,,G,0,50209901
AFTER_PLAY,Run into 2 obstacles max,questIsFinished(50209901),502,2,0,14,event_various_game.plist,event_game_goal_72.png,2,99,#collision,N,LESS,0,1,NORMAL,1play,3,834,GPS,0,50209902
AFTER_PLAY,Gather 8 Winged Jellies max,questIsFinished(50209902),502,8,2,1004,event_various_game.plist,event_game_goal_81.png,3,99,#jellyMagicStat_1004_GetCount,N,LESS,0,1,NORMAL,1play,10,,G,0,50209903
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,100,#PassedIceDoor,N,SET,0,1,NORMAL,1play,1,1509101,S,0,50210001
AFTER_PLAY,Gather 450 Pink Bear Jellies,questIsFinished(50210001),502,450,0,9,event_various_game.plist,event_game_goal_11.png,2,100,#pinkBearJelly,N,SET,0,1,NORMAL,1play,3,80004,S,0,50210002
AFTER_PLAY,Gather 800 Frozen Bear Jellies,questIsFinished(50210002),502,800,1,506,event_various_game.plist,event_game_goal_86.png,3,100,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,7,838,GPS,0,50210003
